Type,Title,Year,Score,Budget,Cast_Likes,Gross,movie_likes
Color,Divine Secrets of the Ya-Ya Sisterhood ,2002,6,27000000,3845,69586544,0
Color,Divergent ,2014,6.7,85000000,22226,150832203,49000
Color,Disturbing Behavior ,1998,5.5,15000000,4660,17411331,673
Color,Disturbia ,2007,6.9,40000000,4575,160100342,0
Color,District B13 ,2004,7.2,12000000,962,1197786,0
Color,District 9 ,2009,8,30000000,2639,115646235,22000
Color,Disclosure ,1994,6,55000000,3888,83000000,0
Color,Disaster Movie ,2008,1.9,25000000,2857,14174654,0
Color,Dirty Work ,1998,6.4,13000000,1805,9975684,679
Color,Dirty Pretty Things ,2002,7.4,10000000,1334,8111360,0
Color,Dirty Grandpa ,2016,6,11500000,24063,35537564,11000
Color,Dinosaur ,2000,6.5,127500000,2945,137748063,0
Color,Diner ,1982,7.2,5000000,2943,14100000,0
Color,Dil Jo Bhi Kahey... ,2005,5.1,70000000,622,129319,9
Color,Digimon: The Movie ,2000,5.9,5000000,315,9628751,207
Color,Die Hard with a Vengeance ,1995,7.6,90000000,14274,100012500,0
Color,Die Hard 2 ,1990,7.1,70000000,16595,117541000,0
Color,Die Hard ,1988,8.2,28000000,40585,81350242,25000
Black and White,Die Another Day ,2002,6.1,142000000,2538,160201106,0
Color,Did You Hear About the Morgans? ,2009,4.7,58000000,3150,29580087,0
Color,Dickie Roberts: Former Child Star ,2003,5.6,17000000,2713,22734486,320
Color,Dick Tracy ,1990,6.1,100000000,2096,103738726,2000
Color,Dick ,1999,6.1,13000000,31005,6241697,0
Color,Diary of the Dead ,2007,5.7,2000000,1797,952620,0
Color,Diary of a Wimpy Kid: Rodrick Rules ,2011,6.6,21000000,3567,52691009,0
Color,Diary of a Wimpy Kid: Dog Days ,2012,6.4,22000000,3153,49002815,0
Color,Diary of a Wimpy Kid ,2010,6.2,15000000,20154,64001297,0
Color,Diary of a Mad Black Woman ,2005,5.6,5500000,2723,50382128,0
Color,Diamonds Are Forever ,1971,6.7,7200000,1105,43800000,0
Color,Devil's Due ,2014,4,7000000,2517,15818967,0
Color,Devil ,2010,6.3,10000000,5628,33583175,16000
Color,Deuces Wild ,2002,5.6,10000000,26961,6044618,398
Color,Deuce Bigalow: Male Gigolo ,1999,5.7,17000000,2604,65535067,0
Color,Deuce Bigalow: European Gigolo ,2005,4.6,22000000,1729,22264487,887
Color,Detroit Rock City ,1999,6.8,15000000,2518,4193025,0
Color,Deterrence ,1999,6.5,800000,1983,144583,130
Color,Detention of the Dead ,2012,4.6,500000,2251,1332,898
Color,Despicable Me 2 ,2013,7.5,76000000,11905,368049635,56000
Color,Despicable Me ,2010,7.7,69000000,11608,251501645,31000
Color,Desperado ,1995,7.2,7000000,33758,25625110,0
Color,Desert Dancer ,2014,6,4000000,1281,143653,0
Color,Desert Blue ,1998,6.2,2000000,3207,99147,69
Color,Derailed ,2005,6.6,22000000,2019,36020063,0
Color,Delivery Man ,2013,6.4,26000000,1006,30659817,0
Color,Deliver Us from Evil ,2014,6.2,30000000,5697,30523568,18000
Color,Delgo ,2008,4.4,40000000,2449,511920,211
Color,Defendor ,2009,6.8,3500000,2658,37606,0
Color,Deep Rising ,1998,6,45000000,6558,11146409,0
Color,Deep Impact ,1998,6.1,75000000,22750,140459099,0
Color,Deep Blue Sea ,1999,5.8,60000000,3697,73648142,0
Color,Deconstructing Harry ,1997,7.4,20000000,11867,10569071,0
Color,Deceptive Practice: The Mysteries and Mentors of Ricky Jay ,2012,7.1,500000,483,151389,590
Color,Death to Smoochy ,2002,6.4,55000000,52885,8355815,0
Color,Death Sentence ,2007,6.8,20000000,3309,9525276,0
Color,Death Race ,2008,6.4,45000000,28643,36064910,0
Color,Death Becomes Her ,1992,6.4,55000000,25599,58422650,8000
Color,Death at a Funeral ,2007,7.4,18000000,48648,17159368,0
Color,Dear Wendy ,2004,6.6,50000000,2572,23106,532
,Dear John ,2010,6.3,25000000,19945,80014842,14000
Color,Deadpool ,2016,8.1,58000000,18239,363024263,117000
Color,Deadfall ,2012,6.3,12000000,27575,65804,0
Color,Dead Snow ,2009,6.4,800000,116,41709,23000
Color,Dead Poets Society ,1989,8,16400000,51609,95860116,23000
Black and White,Dead Man's Shoes ,2004,7.7,695393,1311,6013,0
Color,Dead Man Walking ,1995,7.6,11000000,903,39025000,0
Color,Dead Man on Campus ,1998,6,14000000,6861,15062898,645
Color,Dead Man Down ,2013,6.5,30000000,4253,10880926,0
Black and White,De-Lovely ,2004,6.6,20000000,729,13337299,1000
Color,Dazed and Confused ,1993,7.7,6900000,18643,7993039,10000
Color,Days of Thunder ,1990,5.9,60000000,14006,82670733,0
Color,Daylight ,1996,5.8,80000000,25126,32885565,0
Color,Daybreakers ,2009,6.5,20000000,189,29975979,0
Color,Dawn of the Planet of the Apes ,2014,7.6,170000000,14363,208543795,45000
Color,Dawn of the Dead ,2004,7.4,52000000,20876,117771270,14000
Color,Dave Chappelle's Block Party ,2005,7.2,3000000,2165,11694528,635
Color,Date Night ,2010,6.3,55000000,39822,98711404,0
Color,Date Movie ,2006,2.7,20000000,6539,48546578,806
Color,Das Boot ,1981,8.4,14000000,469,11433134,11000
Color,Darling Lili ,1970,6.2,25000000,788,5000000,104
Color,Darkness Falls ,2003,4.9,11000000,2212,32131483,2000
Color,Darkness ,2002,5.4,10600000,1228,22160085,1000
Color,Dark Water ,2005,5.6,30000000,1467,25472967,0
Color,Dark Shadows ,2012,6.2,100000000,80849,79711678,82000
Color,Dark City ,1998,7.7,27000000,4696,14337579,14000
Color,Dark Blue ,2002,6.6,15000000,1873,9059588,455
Color,Dante's Peak ,1997,5.8,116000000,1569,67155742,0
Color,Danny Collins ,2015,7.1,10000000,18712,5348317,0
Color,Dangerous Liaisons ,1988,7.7,28000000,71002,69400000,0
Color,Dances with Wolves ,1990,8,22000000,2398,184208848,0
Color,Dancer in the Dark ,2000,8,12800000,2894,4157491,0
Color,Dance Flick ,2009,3.5,25000000,4378,25615792,657
Color,Dallas Buyers Club ,2013,8,5000000,17738,27296514,65000
Color,Daddy's Home ,2015,6.1,50000000,10886,150315155,13000
Color,Daddy Day Care ,2003,5.5,60000000,4050,104148781,886
Color,Daddy Day Camp ,2007,2.9,6000000,1752,13235267,256
Color,D.E.B.S. ,2004,5.3,3500000,6380,96793,1000
Color,Cyrus ,2010,6.3,7000000,1136,7455447,0
Color,Cutthroat Island ,1995,5.6,98000000,3611,11000000,1000
Color,Cursed ,2005,5,35000000,2535,19294901,0
Color,Curse of the Golden Flower ,2006,7,45000000,949,6565495,0
Color,Curious George ,2006,6.6,50000000,11124,58336565,624
Color,Cube ,1997,7.3,365000,1743,489220,11000
Color,Cry_Wolf ,2005,5.9,1000000,3155,10042266,816
Color,Cry Freedom ,1987,7.5,29000000,18855,5899797,0
Color,Cruel Intentions ,1999,6.9,10500000,6223,38201895,0
Color,"Crouching Tiger, Hidden Dragon ",2000,7.9,15000000,129,128067808,0
Color,Crossroads ,2002,3.3,24000000,3062,74377334,0
Color,Crossover ,2006,2.1,5600000,2000,7009668,244
Color,Crooklyn ,1994,6.9,14000000,3267,13640000,905
Color,Crocodile Dundee in Los Angeles ,2001,4.8,21150000,1315,25590119,387
Color,Crocodile Dundee II ,1988,5.5,15800000,717,109306210,489
Color,Crocodile Dundee ,1986,6.5,8800000,822,174635000,0
Color,Critical Care ,1997,6,12000000,3099,141853,88
Color,Crimson Tide ,1995,7.3,53000000,30132,91400000,0
Color,Criminal ,2016,6.3,31500000,10910,14268533,0
Color,Creepshow 2 ,1987,6,3500000,3617,14000000,1000
Color,Creed ,2015,7.7,35000000,15106,109712885,70000
Color,Creative Control ,2015,5.5,1000000,928,62480,793
Color,Crazy/Beautiful ,2001,6.5,14000000,6214,16929123,0
Color,"Crazy, Stupid, Love. ",2011,7.4,50000000,57426,84244877,44000
Color,Crazy in Alabama ,1999,6.3,15000000,4834,1954202,391
Color,Crazy Heart ,2009,7.3,7000000,13172,39462438,0
Color,Crash ,2004,7.9,13000000,11464,109114696,36000
Color,Crank: High Voltage ,2009,6.2,20000000,30541,13630226,0
Color,Crank ,2006,7,12000000,28767,27829874,0
Color,Cradle Will Rock ,1999,6.9,32000000,16878,2899970,625
Color,Cradle 2 the Grave ,2003,5.8,30000000,6867,34604054,1000
Color,Coyote Ugly ,2000,5.6,45000000,3106,60786269,0
Color,Courageous ,2011,7,2000000,2300,34522221,10000
Color,Courage Under Fire ,1996,6.6,46000000,33233,58918501,975
Color,Courage ,2015,7,20000000,3384,2246000,0
Color,Couples Retreat ,2009,5.5,60000000,8172,109176215,0
Color,Country Strong ,2010,6.3,15000000,4204,20218921,0
Color,Corpse Bride ,2005,7.4,40000000,60683,53337608,0
Color,Corky Romano ,2001,4.6,11000000,3850,23978402,365
Black and White,Coraline ,2009,7.7,60000000,647,75280058,10000
Color,Copying Beethoven ,2006,6.8,11000000,150,352786,0
Color,Copycat ,1995,6.6,20000000,12338,32051917,0
Color,Cop Out ,2010,5.6,37000000,14483,44867349,0
Color,Cop Land ,1997,6.9,10000000,40117,44886089,2000
Black and White,Cool Runnings ,1993,6.9,15000000,2496,68856263,0
Color,Conversations with Other Women ,2005,7.1,450000,12496,379122,0
Black and White,Control ,2007,7.7,4500000,2614,871577,13000
Color,Contraband ,2012,6.5,25000000,26625,66489425,0
Color,Contagion ,2011,6.6,60000000,13634,75638743,42000
Color,Contact ,1997,7.4,90000000,12289,100853835,15000
Color,Conspiracy Theory ,1997,6.7,75000000,8355,76081498,0
Color,Connie and Carla ,2004,6.3,20000000,2730,8054280,924
Color,Congo ,1995,5,50000000,1761,81022333,0
Color,Confidence ,2003,6.7,15000000,1172,12212417,622
Color,Confessions of a Teenage Drama Queen ,2004,4.6,15000000,2167,29302097,810
Color,Concussion ,2015,7.1,35000000,13371,34531832,23000
Color,Conan the Destroyer ,1984,5.8,18000000,2481,26400000,2000
Color,Conan the Barbarian ,1982,6.9,40000000,4048,75134880,0
Color,Con Air ,1997,6.8,75000000,15362,101087161,0
Color,Compliance ,2012,6.4,270000,1734,318622,0
Color,Compadres ,2016,5,3000000,1335,3105269,174
Color,Come Early Morning ,2006,6.2,6000000,1081,117560,224
Color,Colombiana ,2011,6.4,40000000,3432,36665854,15000
Color,College ,2008,4.6,6500000,4484,4693919,422
Color,Collateral Damage ,2002,5.5,85000000,1460,40048332,941
Color,Collateral ,2004,7.6,65000000,13581,100003492,0
Color,Cold Mountain ,2003,7.2,79000000,61110,95632614,0
Color,Code Name: The Cleaner ,2007,4.5,20000000,2700,8104069,233
Color,Code 46 ,2003,6.3,7500000,1176,197148,0
Color,Coco Before Chanel ,2009,6.7,19430000,735,6109075,0
Color,Coach Carter ,2005,7.2,30000000,20299,67253092,0
Color,Clueless ,1995,6.8,12000000,1724,56631572,0
Color,Club Dread ,2004,5.6,8550000,3306,4992159,713
Color,Cloverfield ,2008,7,25000000,3958,80034302,0
Color,Cloudy with a Chance of Meatballs 2 ,2013,6.5,78000000,848,119793567,15000
Color,Cloudy with a Chance of Meatballs ,2009,7,100000000,1227,124870275,0
Color,Cloud Atlas ,2012,7.5,102000000,22686,27098580,124000
Color,Closer ,2004,7.3,27000000,28027,33987757,12000
Color,Close Encounters of the Third Kind ,1977,7.7,19400870,1591,128300000,0
Color,Clockstoppers ,2002,5.2,26000000,3917,36985501,874
Color,Cliffhanger ,1993,6.4,70000000,15229,84049211,0
Color,Click ,2006,6.4,70000000,12700,137340146,7000
Black and White,Clerks II ,2006,7.4,5000000,2990,24138847,0
Black and White,Clerks ,1994,7.8,230000,2103,3151130,0
Color,Cleopatra ,1963,7,31115000,2957,57750000,0
Color,Clear and Present Danger ,1994,6.9,62000000,14178,122012710,0
Color,Clean ,2004,6.9,4500,776,136007,171
Color,Clay Pigeons ,1998,6.6,8000000,1795,1789892,515
Color,Clash of the Titans ,2010,5.8,250000000,36006,326384228,30000
Color,Civil Brand ,2002,5.3,500000,2555,243347,86
Black and White,City of Life and Death ,2009,7.7,12000000,91,119922,0
Color,City of God ,2002,8.7,3300000,1211,7563397,28000
Color,City of Ghosts ,2002,6,17500000,245,325491,204
Color,City of Ember ,2008,6.5,55000000,15494,7871693,0
Color,City of Angels ,1998,6.7,55000000,13905,78745923,0
Color,City Island ,2009,7.4,6000000,3825,6670712,0
Color,City Hall ,1996,6.2,40000000,17877,20300000,309
Color,City by the Sea ,2002,6.2,60000000,34377,22433915,416
Color,Cirque du Freak: The Vampire's Assistant ,2009,5.9,40000000,20503,13838130,0
Color,Cinderella Man ,2005,8,88000000,2523,61644321,0
Color,Cinderella ,2015,7,190000000,9342,402296318,112000
Color,"Cinco de Mayo, La Batalla ",2013,6.2,10000000,221,169379,874
Color,Chuck & Buck ,2000,6.6,250000,1378,1050600,170
Color,Chronicle ,2012,7.1,12000000,2054,64572496,32000
Color,Christmas with the Kranks ,2004,5.2,60000000,6729,73701902,0
Color,Choke ,2008,6.5,3000000,3608,2926565,0
Color,Chocolate: Deep Dark Secrets ,2005,4.8,1500000,2024,49000,31
Color,Chocolat ,2000,7.3,25000000,1323,71309760,18000
Color,Chloe ,2009,6.3,11000000,14372,3074838,0
Color,Chill Factor ,1999,5.2,34000000,1274,11227940,120
Color,Children of Men ,2006,7.9,76000000,16479,35286428,17000
Color,Children of Heaven ,1997,8.5,180000,100,925402,0
Color,Child's Play 2 ,1990,5.7,13000000,2646,28501605,0
Color,Child's Play ,1988,6.5,9000000,760,33244684,0
Color,Child 44 ,2015,6.4,50000000,27666,1206135,18000
Color,Chicken Run ,2000,7,45000000,1817,106793915,0
Color,Chicken Little ,2005,5.8,150000000,2252,135381507,912
Black and White,Chicago ,2002,7.2,45000000,813,170684505,0
Color,Chernobyl Diaries ,2012,5,1000000,2665,18112929,24000
Color,Chéri ,2009,6.2,23000000,365,2708188,0
Color,Cheaper by the Dozen 2 ,2005,5.4,60000000,20348,82569532,781
Color,Cheaper by the Dozen ,2003,5.8,40000000,7014,138614544,0
Color,Cheap Thrills ,2013,6.8,200000,4729,59379,0
Color,Chasing Mavericks ,2012,7.2,20000000,21200,6002756,13000
Color,Chasing Liberty ,2004,6.1,46000000,1671,24379028,0
Color,Chasing Amy ,1997,7.3,250000,15765,12006514,0
Color,Charlie's Angels: Full Throttle ,2003,4.8,120000000,4046,100685880,0
Color,Charlie's Angels ,2000,5.5,92000000,15419,125305545,0
Color,Charlie Wilson's War ,2007,7.1,75000000,60646,66636385,0
Color,Charlie St. Cloud ,2010,6.5,44000000,1066,31136950,0
Color,Charlie Bartlett ,2007,7,12000000,22577,3950294,0
Color,Charlie and the Chocolate Factory ,2005,6.7,150000000,57844,206456431,0
Color,Chariots of Fire ,1981,7.2,5500000,1651,58800000,0
Color,Character ,1997,7.8,4500000,48,713413,689
Color,Chappie ,2015,6.9,49000000,23051,31569268,67000
Color,Changing Lanes ,2002,6.5,45000000,758,66790248,0
Color,Changeling ,2008,7.8,55000000,12840,35707327,14000
Color,Chairman of the Board ,1998,2.3,10000000,5213,306715,724
Color,Chain Reaction ,1996,5.6,50000000,31014,20550712,1000
Color,Chain Letter ,2009,4.1,5000000,1495,143000,0
Color,Certifiably Jonathan ,2007,6.2,1200000,54484,7826,87
Color,Central Station ,1998,8,2900000,167,5595428,0
Color,Central Intelligence ,2016,6.6,50000000,14569,126088877,10000
Color,Center Stage ,2000,6.7,18000000,1201,17174870,0
Color,Censored Voices ,2015,7.2,450000,3,34151,111
Color,Cellular ,2004,6.5,25000000,1102,32003620,2000
Black and White,Celebrity ,1998,6.3,12000000,943,5032496,652
Color,Cecil B. DeMented ,2000,6.2,10000000,3059,1276984,795
Color,Cavite ,2005,6.3,7000,0,70071,74
Color,Catwoman ,2004,3.3,100000000,3144,40198710,0
Color,Cats Don't Dance ,1997,6.9,32000000,7394,3562749,643
Color,Cats & Dogs: The Revenge of Kitty Galore ,2010,4.3,85000000,3326,43575716,0
Color,Cats & Dogs ,2001,5.2,60000000,4171,93375151,0
Color,Catch That Kid ,2004,5.2,18000000,18711,16702864,591
Color,Catch Me If You Can ,2002,8,52000000,48153,164435221,15000
Color,Catch a Fire ,2006,6.7,14000000,678,4291965,447
Color,Cast Away ,2000,7.7,90000000,15838,233630478,23000
Color,Casper ,1995,6,50000000,2638,100328194,0
Black and White,Casino Royale ,2006,8,300000000,18250,334014368,0
Color,Casino Jack ,2010,6.2,15000000,18739,1039869,0
Color,Casino ,1995,8.2,52000000,24183,42438300,11000
Color,Case 39 ,2009,6.2,27000000,15790,13248477,0
Color,Casa de mi Padre ,2012,5.5,6000000,10123,5895238,9000
Color,Cars 2 ,2011,6.3,200000000,4482,191450875,10000
Color,Cars ,2006,7.2,120000000,4905,244052771,0
Color,Carrie ,2013,5.9,60000000,40102,70533238,78000
Color,Caravans ,1978,6.5,14000000,17250,1000000,76
Color,Caramel ,2007,7.2,1300000,231,1060591,0
Color,Captive ,2015,5.3,2000000,2739,2557668,0
Color,Captain Phillips ,2013,7.9,55000000,16281,107100855,65000
Color,Captain Corelli's Mandolin ,2001,5.9,57000000,23325,25528495,0
Color,Captain America: The Winter Soldier ,2014,7.8,170000000,36188,259746958,55000
Color,Captain America: The First Avenger ,2011,6.9,140000000,19761,176636816,46000
Color,Captain America: Civil War ,2016,8.2,250000000,64798,407197282,72000
Color,Capote ,2005,7.4,7000000,22140,28747570,0
Color,Cape Fear ,1991,7.3,35000000,24006,79100000,0
Color,Can't Stop the Music ,1980,4.5,20000000,1462,2000000,1000
Color,Can't Hardly Wait ,1998,6.5,10000000,4259,25339117,0
Color,Call + Response ,2008,7.5,200000,279,215185,26
Color,Cadillac Records ,2008,7,12000000,1141,8134217,0
Color,Caddyshack ,1980,7.4,6000000,14921,39800000,0
Color,Ca$h ,2010,6,7000000,27756,46451,694
Color,By the Sea ,2015,5.3,10000000,22319,531009,0
Color,Butch Cassidy and the Sundance Kid ,1969,8.1,6000000,2169,102308900,0
Color,But I'm a Cheerleader ,1999,6.6,1200000,4289,2199853,0
Color,Burnt ,2015,6.6,20000000,16926,13650738,25000
Color,Burn After Reading ,2008,7,37000000,36093,60338891,0
Color,Burn ,2012,7.5,225000,2,111300,801
Color,Burlesque ,2010,6.4,55000000,4315,39440655,19000
Color,Buried ,2010,7,3000000,17471,1028658,24000
Color,Bulworth ,1998,6.8,30000000,1023,26525834,0
Color,Bullets Over Broadway ,1994,7.5,20000000,4302,13383737,979
Color,Bulletproof Monk ,2003,5.5,52000000,2422,23020488,846
Color,Bullet to the Head ,2012,5.7,55000000,25418,9483821,10000
Color,Buffalo Soldiers ,2001,6.9,15000000,3578,353743,664
Color,Buffalo '66 ,1998,7.5,1500000,4762,2365931,0
Color,"Buen Día, Ramón ",2013,7.7,4000000,824,100412,0
Color,Bucky Larson: Born to Be a Star ,2011,3.3,10000000,2603,2331318,0
Color,Bubble Boy ,2001,5.6,13000000,18864,5002310,0
Color,Brüno ,2009,5.8,42000000,2134,59992760,0
Color,Bruce Almighty ,2003,6.7,81000000,21276,242589580,0
Color,Brown Sugar ,2002,6.5,8000000,3199,27362712,0
Color,Brothers ,2009,7.1,52000000,81946,57003302,20000
Color,Brotherly Love ,2015,7.2,1900000,4249,444044,1000
Color,Brother ,2000,7.2,10000000,2126,447750,0
Color,Brooklyn's Finest ,2009,6.7,17000000,6317,27154426,4000
Color,Brooklyn Rules ,2007,6.4,8000000,1234,398420,226
Color,Brooklyn ,2015,7.5,11000000,995,38317535,36000
Color,Broken Vessels ,1998,6.6,600000,2288,13493,51
Color,Broken City ,2013,6.2,35000000,2073,19692608,0
Color,Broken Arrow ,1996,6,50000000,2913,70450000,0
Color,Brokedown Palace ,1999,6.4,25000000,582,10114315,0
Color,Brokeback Mountain ,2005,7.7,14000000,39789,83025853,13000
Color,Bringing Out the Dead ,1999,6.8,55000000,13040,16640210,0
Color,Bringing Down the House ,2003,5.5,33000000,2505,132541238,800
Color,Bring It On ,2000,5.9,10000000,5270,68353550,0
Color,Bright Star ,2009,7,8500000,3279,4440055,0
Color,"Bright Lights, Big City ",1988,5.6,25000000,3067,16118077,377
Color,Brigham City ,2001,7.2,1000000,1107,798341,100
Color,Bridget Jones's Diary ,2001,6.7,26000000,16999,71500556,0
Color,Bridget Jones: The Edge of Reason ,2004,5.9,40000000,15634,40203020,0
Color,Bridge to Terabithia ,2007,7.2,17000000,28071,82234139,6000
Color,Bridge of Spies ,2015,7.6,40000000,16944,72306065,55000
Color,Bridesmaids ,2011,6.8,32500000,3229,169076745,27000
Color,Bride Wars ,2009,5.4,30000000,13794,58715510,0
Color,Bride of Chucky ,1998,5.3,25000000,667,32368960,0
Color,Bride & Prejudice ,2004,6.2,7000000,2321,6601079,0
Color,Brick Mansions ,2014,5.7,28000000,25387,20285518,0
Color,Breaking Upwards ,2009,6.2,15000,1546,76382,324
Color,Breakfast of Champions ,1999,4.6,12000000,17417,175370,458
Color,Breakdown ,1997,6.9,36000000,1874,50129186,0
Color,Brazil ,1985,8,15000000,29475,9929000,16000
Color,Braveheart ,1995,8.4,72000000,1976,75600000,17000
Color,Brave ,2012,7.2,185000000,5005,237282182,39000
Color,Bran Nue Dae ,2009,6.3,6500000,225,110029,479
Color,Bram Stoker's Dracula ,1992,7.5,40000000,42220,82522790,14000
Color,Boyz n the Hood ,1991,7.8,6000000,106,57504069,0
Color,Boys Don't Cry ,1999,7.6,2000000,563,11533945,0
Color,Boys and Girls ,2000,5.3,16000000,3451,20627372,487
Color,Boynton Beach Club ,2005,6.5,1500000,1231,3123749,88
Color,Boyhood ,2014,8,4000000,673,25359200,92000
Black and White,Bowling for Columbine ,2002,8,4000000,1779,21244913,4000
Color,Bowfinger ,1999,6.4,55000000,22458,66365290,0
Color,Bound ,1996,7.4,4500000,3668,3798532,2000
Color,Bottle Shock ,2008,6.8,5000000,25676,4040588,0
Color,Bottle Rocket ,1996,7.1,7000000,648,1040879,0
Color,Born to Fly: Elizabeth Streb vs. Gravity ,2014,6.8,500000,0,21199,44
Color,Born on the Fourth of July ,1989,7.2,14000000,12098,70001698,4000
Color,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,2006,7.3,18000000,505,128505958,0
Color,Boomerang ,1992,5.4,40000000,3841,70100000,0
Color,Book of Shadows: Blair Witch 2 ,2000,4,15000000,608,26421314,949
Color,Boogie Nights ,1997,7.9,15000000,3677,26384919,0
Color,Boogeyman ,2005,4.1,20000000,1383,46363118,1000
Black and White,Bon voyage ,2003,6.9,20000000,1776,2353728,235
Color,Bolt ,2008,6.9,150000000,20007,114053579,0
Color,Boiler Room ,2000,7,8000000,17336,16938179,0
Color,Bogus ,1996,5.3,30000000,3864,4357000,350
Color,Body of Lies ,2008,7.1,70000000,29824,39380442,0
Color,Bobby ,2006,7,14000000,13528,11204499,0
Color,Boat Trip ,2002,4.9,20000000,3161,8586376,1000
Color,Blue Valentine ,2010,7.4,3500000,35941,9701559,25000
Color,Blue Streak ,1999,6.3,65000000,2986,68208190,0
Color,Blue Ruin ,2013,7.1,1066167,1528,258113,0
Color,Blue Like Jazz ,2012,6,1200000,1805,594904,0
Color,Blue Jasmine ,2013,7.3,18000000,1353,33404871,36000
Color,Blue Crush ,2002,5.6,30000000,1165,40118420,0
Color,Blue Car ,2002,6.7,1000000,1641,464126,115
Color,Blow ,2001,7.6,30000000,43453,52937130,13000
Color,Bloody Sunday ,2002,7.7,2000000,976,768045,0
Color,Bloodsport ,1988,6.8,1100000,1168,11806119,0
Color,BloodRayne ,2005,2.9,25000000,2930,1550000,937
Color,Blood Work ,2002,6.4,50000000,18635,26199517,705
Color,Blood Ties ,2013,6.5,25500000,18442,41229,0
Color,"Blood In, Blood Out ",1993,8,35000000,3227,4496583,6000
Color,Blood Diamond ,2006,8,100000000,33160,57366262,14000
Color,Blood and Wine ,1996,6.1,22000000,2228,1075288,145
Color,Blonde Ambition ,2007,3.9,10000000,4725,5561,160
Color,Blindness ,2008,6.6,25000000,142,3073392,0
Color,Bless the Child ,2000,5.1,40000000,4565,29374178,394
Color,Blended ,2014,6.5,40000000,49743,46280507,12000
Color,Blazing Saddles ,1974,7.8,2600000,4701,119500000,12000
Color,Blast from the Past ,1999,6.6,35000000,5709,26494611,0
Color,Blades of Glory ,2007,6.3,61000000,13232,118153533,0
Color,Blade: Trinity ,2004,5.9,65000000,19764,52397389,0
Color,Blade Runner ,1982,8.2,28000000,13877,27000000,34000
Color,Blade II ,2002,6.7,54000000,15371,81645152,0
Color,Blade ,1998,7.1,45000000,3174,70001065,0
Color,Blackhat ,2015,5.4,70000000,28129,7097125,11000
Color,Black Swan ,2010,8,13000000,38072,106952327,106000
Black and White,Black Snake Moan ,2006,7,15000000,5012,9396487,0
Color,Black Rain ,1989,6.6,30000000,1748,45645204,0
Color,Black or White ,2014,6.6,9000000,3745,21569041,0
Color,Black Nativity ,2013,4.4,17500000,1373,7017178,0
Color,Black Mass ,2015,7,53000000,63769,62563543,44000
Color,Black Knight ,2001,4.8,50000000,2643,33422806,0
Color,Black Hawk Down ,2001,7.7,92000000,4270,108638745,10000
Color,Black Christmas ,2006,4.5,9000000,1611,16235293,0
Color,Black Book ,2006,7.8,21000000,2590,4398392,0
Color,Birthday Girl ,2001,6.1,13000000,1775,4919896,618
Color,Birth ,2004,6.1,20000000,2295,5005883,0
Color,Birdman or (The Unexpected Virtue of Ignorance) ,2014,7.8,18000000,21668,42335698,114000
Color,Billy Elliot ,2000,7.7,5000000,1122,21994911,0
Color,Bill & Ted's Excellent Adventure ,1989,6.9,10000000,20795,40485039,0
Color,Bill & Ted's Bogus Journey ,1991,6.2,20000000,20188,38037513,0
Color,Big Trouble in Little China ,1986,7.3,25000000,896,11100000,19000
Color,Big Trouble ,2002,6.5,40000000,13917,7262288,892
Color,"Big Mommas: Like Father, Like Son ",2011,4.4,32000000,3500,37911876,0
Color,Big Momma's House 2 ,2006,4.6,40000000,19334,70163652,663
Color,Big Momma's House ,2000,5.1,30000000,1790,117559438,1000
Color,Big Miracle ,2012,6.5,40000000,1702,20113965,0
Color,Big Hero 6 ,2014,7.9,165000000,2963,222487711,41000
Color,Big Fish ,2003,8,70000000,16138,66257002,26000
Color,Big Fat Liar ,2002,5.4,30000000,7414,95622550,1792
Color,Big Eyes ,2014,7,10000000,12418,14479776,20000
Color,Big Daddy ,1999,6.4,34200000,26760,163479795,0
Color,Big ,1988,7.3,18000000,28018,114968774,0
Color,Bicentennial Man ,1999,6.8,100000000,55254,58220776,0
Color,Beyond the Valley of the Dolls ,1970,6.2,900000,731,9000000,0
Black and White,Beyond the Sea ,2004,6.7,23000000,23689,6144806,0
Color,Beyond the Mat ,1999,7.6,500000,194,2047570,491
Color,Beyond the Lights ,2014,6.9,7000000,3110,14612840,0
Color,Beyond the Black Rainbow ,2010,6.1,1100000,645,56129,0
Color,Beyond Borders ,2003,6.5,35000000,12947,4426297,0
Color,Beverly Hills Cop III ,1994,5.5,55000000,1093,42610000,669
Color,Beverly Hills Cop II ,1987,6.4,28000000,4121,153665036,0
Color,Beverly Hills Cop ,1984,7.3,14000000,3464,234760500,0
Color,Beverly Hills Chihuahua ,2008,3.7,20000000,4729,94497271,0
Color,Better Luck Tomorrow ,2002,7.2,250000,139,3799339,661
Color,Best in Show ,2000,7.5,6000000,4611,18621249,0
Color,Bernie ,2011,6.8,5000000,11328,9203192,15000
Color,Beowulf ,2007,6.3,150000000,31523,82161969,3000
Color,Benji ,1974,6.1,500000,1090,39552600,816
Color,Bend It Like Beckham ,2002,6.7,3500159,2201,32541719,0
Color,Beloved ,1998,5.9,55000000,2397,22843047,853
Color,Bella ,2006,7.4,3300000,2747,8108247,0
Color,Being Julia ,2004,7.1,18000000,847,7739049,562
Color,Being John Malkovich ,1999,7.8,13000000,1171,22858926,0
