Type,Title,Year,Score,Gross
Color,The English Patient ,1996,7.4,78651430
Color,The Equalizer ,2014,7.2,101530738
Color,The Evil Dead ,1981,7.6,
Color,The Exorcism of Emily Rose ,2005,6.7,75072454
Color,The Exorcist ,1973,8,204565000
Color,The Expendables 2 ,2012,6.7,85017401
Color,The Expendables 3 ,2014,6.1,39292022
Color,The Expendables ,2010,6.5,102981571
Color,The Exploding Girl ,2009,6.3,24705
Black and White,The Express ,2008,7.3,9589875
Color,The Extra Man ,2010,5.9,453079
Color,The Eye ,2008,5.4,31397498
Color,The Face of an Angel ,2014,4.7,
Color,The Faculty ,1998,6.4,40064955
Color,The Fall of the Roman Empire ,1964,6.7,
Color,The Family Man ,2000,6.7,75764085
Color,The Family Stone ,2005,6.3,6061759
Color,The Fan ,1996,5.8,18573791
Color,The Fast and the Furious ,2001,6.7,433536930
Color,The Fast and the Furious: Tokyo Drift ,2006,6,62494975
Color,The Fault in Our Stars ,2014,7.8,124868837
Color,The Fifth Element ,1997,7.7,63540020
Color,The Fifth Estate ,2013,6.2,3254172
Color,The Fighter ,2010,7.9,93571803
Color,The Final Destination ,2009,5.2,66466372
Color,The Finest Hours ,2016,6.8,27550735
Color,The Firm ,1993,6.8,158348400
Color,The First Wives Club ,1996,6.2,105444419
Color,The Fisher King ,1991,7.6,41895491
Color,The Five-Year Engagement ,2012,6.2,28644770
Color,The Flintstones in Viva Rock Vegas ,2000,3.6,35231365
Color,The Flintstones ,1994,4.8,130512915
Color,The Flower of Evil ,2003,6.6,181798
Color,The Flowers of War ,2011,7.6,9213
Color,The Fog ,1980,6.8,42756000
Color,The Forbidden Kingdom ,2008,6.6,25040293
Color,The Forest ,2016,4.8,26583369
Color,The Forsaken ,2001,5.3,6755271
Color,The Fountain ,2006,7.3,10139254
Color,The Four Feathers ,2002,6.5,18306166
Color,The Four Seasons ,1981,7.2,
Color,The Fourth Kind ,2009,5.9,25464480
Color,The FP ,2011,5.6,40557
Color,The French Connection ,1971,7.8,
Color,The Front Page ,1974,7.3,
Color,The Frozen Ground ,2013,6.4,
Color,The Frozen ,2012,4.4,
Color,The Fugitive ,1993,7.8,183875760
Color,The Full Monty ,1997,7.2,91714906
Color,The Funeral ,1996,6.6,1227324
Color,The Gallows ,2015,4.2,22757819
Color,The Gambler ,2014,6,67262442
Color,The Game of Their Lives ,2005,6.2,375474
Color,The Game Plan ,2007,6.2,90636983
Color,The Game ,1997,7.8,48265581
Color,The Gatekeepers ,2012,7.6,2408553
Color,The General's Daughter ,1999,6.3,102678089
Color,The Geographer Drank His Globe Away ,2013,7.5,
Black and White,The Ghastly Love of Johnny X ,2012,5.7,2436
Color,The Ghost and the Darkness ,1996,6.8,38553833
Color,The Ghost Writer ,2010,7.2,15523168
Color,The Gift ,2015,7.1,87542582
Color,The Girl Next Door ,2004,6.8,14589444
Color,The Girl on the Train ,2009,6,2874
Color,The Girl with the Dragon Tattoo ,2011,7.8,102515793
Black and White,The Giver ,2014,6.5,45089048
Color,The Glass House ,2001,5.8,17951431
Color,The Glimmer Man ,1996,5.3,20400913
Color,The Godfather ,1972,9.2,134821952
Color,The Godfather: Part II ,1974,9,57300000
Color,The Godfather: Part III ,1990,7.6,66676062
Color,The Golden Child ,1986,5.9,79817937
Color,The Golden Compass ,2007,6.1,70083519
Color,The Good Dinosaur ,2015,6.8,123070338
Black and White,The Good German ,2006,6.1,1304837
Color,The Good Girl ,2002,6.5,14015786
Color,The Good Guy ,2009,5.9,100503
Color,The Good Heart ,2009,6.9,19959
Color,The Good Night ,2007,5.9,20380
Color,The Good Thief ,2002,6.6,3517797
Color,"The Good, the Bad and the Ugly ",1966,8.9,6100000
Color,"The Good, the Bad, the Weird ",2008,7.3,128486
Color,"The Goods: Live Hard, Sell Hard ",2009,5.8,15102127
Color,The Grace Card ,2010,6.4,2428241
Color,The Grand Budapest Hotel ,2014,8.1,59073773
Color,The Grandmaster ,2013,6.5,6594136
Color,The Great Beauty ,2013,7.7,2835886
Color,The Great Debaters ,2007,7.6,30226144
Color,The Great Escape ,1963,8.3,
Color,The Great Gatsby ,2013,7.3,289625592
Black and White,The Great Raid ,2005,6.7,10166502
Black and White,The Great Train Robbery ,1979,7,
Color,The Greatest Game Ever Played ,2005,7.5,15331289
Color,The Greatest Movie Ever Sold ,2011,6.6,638476
Color,The Greatest Show on Earth ,1952,6.7,36000000
Color,The Greatest Story Ever Told ,1965,6.6,8000000
Color,The Greatest ,2009,6.7,115862
Color,The Green Hornet ,2011,5.8,98780042
Color,The Green Inferno ,2013,5.4,7186670
Color,The Green Mile ,1999,8.5,136801374
Color,The Grey ,2011,6.8,51533608
Color,The Grudge 2 ,2006,5,39143839
Color,The Grudge ,2004,5.9,110175871
Color,The Guard ,2011,7.3,5359774
Color,The Guilt Trip ,2012,5.8,37101011
Color,The Gunman ,2015,5.8,10640645
Color,The Guru ,2002,5.4,3034181
Color,The Hadza: Last of the First ,2014,7.4,
Color,The Hammer ,2007,7.3,442638
Color,The Hangover Part II ,2011,6.5,254455986
Color,The Hangover ,2009,7.8,277313371
Color,The Happening ,2008,5,64505912
Color,The Harvest/La Cosecha ,2011,7.2,2245
Color,The Hateful Eight ,2015,7.9,54116191
Color,The Haunted Mansion ,2003,4.9,75817994
Color,The Haunting in Connecticut 2: Ghosts of Georgia ,2013,5.3,
Color,The Haunting of Molly Hartley ,2008,3.8,13350177
Color,The Haunting ,1999,4.9,91188905
Color,The Heart of Me ,2002,6.7,196067
Color,The Heat ,2013,6.6,159578352
Black and White,The Hebrew Hammer ,2003,6.2,19539
Color,The Helix... Loaded ,2005,1.9,
Color,The Help ,2011,8.1,169705587
Color,The Hills Have Eyes II ,2007,5.1,20801344
Color,The Hills Have Eyes ,2006,6.4,41777564
Color,The History Boys ,2006,6.9,2706659
Color,The Hit List ,2011,5.4,
Color,The Hitchhiker's Guide to the Galaxy ,2005,6.8,51019112
Color,The Hoax ,2006,6.7,7156933
Color,The Hobbit: An Unexpected Journey ,2012,7.9,303001229
Color,The Hobbit: The Battle of the Five Armies ,2014,7.5,255108370
Color,The Hobbit: The Desolation of Smaug ,2013,7.9,258355354
Color,The Hole ,2009,5.7,
Color,The Holiday ,2006,6.9,63224849
Color,The Holy Girl ,2004,6.7,304124
Color,The Homesman ,2014,6.6,2428883
Color,The Horror Network Vol. 1 ,2015,7.3,
Color,The Horse Boy ,2009,7.4,155984
Color,The Horse Whisperer ,1998,6.5,75370763
Color,The Horseman on the Roof ,1995,7.1,1877179
Color,The Host ,2013,5.9,26616999
Color,The Host ,2006,7,2201412
Color,The Hotel New Hampshire ,1984,6,5100000
Color,The Hours ,2002,7.6,41597830
Color,The House Bunny ,2008,5.5,48237389
Color,The House of Mirth ,2000,7.1,3041803
Color,The House of the Devil ,2009,6.4,100659
Color,The Howling ,1981,6.6,17986000
Black and White,The Hudsucker Proxy ,1994,7.3,2869369
Color,The Hunchback of Notre Dame ,1996,6.9,100117603
Color,The Hundred-Foot Journey ,2014,7.3,54235441
Color,The Hunger Games ,2012,7.3,407999255
Color,The Hunger Games: Catching Fire ,2013,7.6,424645577
Color,The Hunger Games: Mockingjay - Part 1 ,2014,6.7,337103873
Color,The Hunger Games: Mockingjay - Part 2 ,2015,6.6,281666058
Color,The Hunt for Red October ,1990,7.6,122012643
Color,The Hunt ,2012,8.3,610968
Color,The Hunted ,2003,6,34238611
Color,The Hunting Party ,2007,6.9,876671
Color,The Huntsman: Winter's War ,2016,6.1,47952020
Black and White,The Hurricane ,1999,7.6,50668906
Color,The Hurt Locker ,2008,7.6,15700000
Black and White,The Hustler ,1961,8,
Color,The I Inside ,2004,6.1,
Color,The Ice Pirates ,1984,5.7,
Color,The Ice Storm ,1997,7.5,7837632
Color,The Iceman ,2012,6.9,1939441
Color,The Ides of March ,2011,7.1,40962534
Color,The Illusionist ,2006,7.6,79651596
Color,The Image Revolution ,2014,7.4,
Color,The Imaginarium of Doctor Parnassus ,2009,6.8,7689458
Color,The Imitation Game ,2014,8.1,91121452
Color,The Immigrant ,2013,6.6,1984743
Color,The Importance of Being Earnest ,2002,6.9,8378141
Color,The Impossible ,2012,7.6,18996755
Black and White,The In Crowd ,2000,4.6,5217498
Color,The Incredible Burt Wonderstone ,2013,5.9,22525921
Color,The Incredible Hulk ,2008,6.8,134518390
Color,The Incredibles ,2004,8,261437578
Color,The Incredibly True Adventure of Two Girls in Love ,1995,6.5,1977544
Color,The Indian in the Cupboard ,1995,5.9,35617599
Color,The Infiltrator ,2016,7.3,14946229
Color,The Informant! ,2009,6.5,33313582
Color,The Informers ,2008,5.1,
Color,The Inkwell ,1994,6.5,8880705
Color,The Innkeepers ,2011,5.5,77501
Color,The Insider ,1999,7.9,28965197
Color,The Intern ,2015,7.2,75274748
Color,The International ,2009,6.5,25450527
Color,The Internship ,2013,6.3,44665963
Color,The Interpreter ,2005,6.4,72515360
Color,The Interview ,2014,6.6,6105175
Color,The Invasion ,2007,5.9,15071514
Color,The Invention of Lying ,2009,6.4,18439082
Color,The Iron Giant ,1999,8,23159305
Color,The Iron Lady ,2011,6.4,29959436
Color,The Island of Dr. Moreau ,1996,4.4,27663982
Color,The Island ,2005,6.9,71598052
Color,The Italian Job ,2003,7,106126012
Color,The Jackal ,1997,6.3,54910560
Color,The Jacket ,2005,7.1,6301131
Color,The Janky Promoters ,2009,5.2,
Color,The Jerky Boys ,1995,4.6,7557877
Color,The Jimmy Show ,2001,5.4,703
Color,The Joneses ,2009,6.5,1474508
Color,The Judge ,2014,7.4,47105085
Color,The Jungle Book 2 ,2003,5.4,47887943
Color,The Jungle Book ,2016,7.8,725290282
Color,The Juror ,1996,5.6,44834712
Color,The Karate Kid ,1984,7.2,181600000
Color,The Kentucky Fried Movie ,1977,6.5,
Color,The Kid ,2000,6.1,69688384
Color,The Kids Are All Right ,2010,7.1,20803237
Color,The Killer Inside Me ,2010,6.1,214966
Color,The King of Najayo ,2012,6.9,
Color,The Kingdom ,2007,7.1,47456450
Color,The King's Speech ,2010,8,138795342
Color,The Kite Runner ,2007,7.6,15797907
Color,The Knife of Don Juan ,2013,7.2,3830
Color,The Ladies Man ,2000,5.1,13592872
Black and White,The Lady from Shanghai ,1947,7.7,7927
Color,The Ladykillers ,2004,6.2,39692139
Color,The Lake House ,2006,6.8,52320979
Color,The Land Before Time ,1988,7.3,48092846
Color,The Land Girls ,1998,6.3,146083
Color,The Last Airbender ,2010,4.2,131564731
Color,The Last Big Thing ,1996,6.9,22434
Color,The Last Castle ,2001,6.9,18208078
Color,The Last Days on Mars ,2013,5.5,23838
Color,The Last Dragon ,1985,6.9,33000000
Color,The Last Emperor ,1987,7.8,43984230
Color,The Last Exorcism Part II ,2013,4,15152879
Color,The Last Exorcism ,2010,5.6,40990055
Color,The Last Five Years ,2014,5.9,137945
Color,The Last Godfather ,2010,3.6,163591
Color,The Last House on the Left ,2009,6.6,65443270
Color,The Last King of Scotland ,2006,7.7,17605861
Color,The Last Legion ,2007,5.4,5932060
Color,The Last of the Mohicans ,1992,7.8,72455275
Color,The Last Samurai ,2003,7.7,111110575
Color,The Last Shot ,2004,5.7,463730
Color,The Last Sin Eater ,2007,5.9,379643
Color,The Last Song ,2010,5.8,62933793
Color,The Last Stand ,2013,6.4,12026670
Color,The Last Station ,2009,7,6615578
Color,The Last Temptation of Christ ,1988,7.6,8373585
Color,The Last Time I Committed Suicide ,1997,5.8,12836
Color,The Last Waltz ,1978,8.2,321952
Color,The Last Witch Hunter ,2015,6,27356090
Color,The Lawnmower Man ,1992,5.4,32101000
Color,The Lazarus Effect ,2015,5.2,25799043
Black and White,The League of Extraordinary Gentlemen ,2003,5.8,66462600
Color,The Legend of Bagger Vance ,2000,6.7,30695227
Color,The Legend of Drunken Master ,1994,7.6,11546543
Color,The Legend of God's Gun ,2007,4.1,243768
Color,The Legend of Hell's Gate: An American Conspiracy ,2011,4.4,
Color,The Legend of Hercules ,2014,4.2,18821279
Color,The Legend of Suriyothai ,2001,6.6,454255
Color,The Legend of Tarzan ,2016,6.6,248103518
Color,The Legend of the Lone Ranger ,1981,5,8000000
Color,The Legend of Zorro ,2005,5.9,45356386
Color,The Lego Movie ,2014,7.8,257756197
Color,The Libertine ,2004,6.4,4829497
Color,The Life Aquatic with Steve Zissou ,2004,7.3,24006726
Color,The Life Before Her Eyes ,2007,6.4,303439
Color,The Life of David Gale ,2003,7.5,19593740
Color,The Limey ,1999,7.1,3193102
Color,The Lincoln Lawyer ,2011,7.3,57981889
Color,The Lion King ,1994,8.5,422783777
Color,The Lion of Judah ,2011,3.7,
Color,The Little Ponderosa Zoo ,2016,5.2,
Color,The Little Prince ,2015,7.8,1339152
Color,The Little Vampire ,2000,5.7,13555988
Color,The Lives of Others ,2006,8.5,11284657
Color,The Living Daylights ,1987,6.7,51185897
Color,The Living Wake ,2007,6.5,12055
Color,The Lizzie McGuire Movie ,2003,5.3,42672630
Color,The Lone Ranger ,2013,6.5,89289910
Color,The Long Kiss Goodnight ,1996,6.7,33328051
Color,The Long Riders ,1980,7.1,
Black and White,The Longest Day ,1962,7.8,
Color,The Longest Ride ,2015,7.1,37432299
Color,The Longest Yard ,2005,6.4,158115031
Color,The Longshots ,2008,5.1,11508423
Color,The Looking Glass ,2015,6.6,1711
Color,The Lord of the Rings: The Fellowship of the Ring ,2001,8.8,313837577
Color,The Lord of the Rings: The Return of the King ,2003,8.9,377019252
Color,The Lord of the Rings: The Two Towers ,2002,8.7,340478898
Color,The Lords of Salem ,2012,5.1,1163508
Color,The Losers ,2010,6.4,23527955
Color,The Loss of Sexual Innocence ,1999,5.4,399793
Color,The Lost Boys ,1987,7.2,32222567
Color,The Lost City ,2005,6.7,2483955
Color,The Lost Medallion: The Adventures of Billy Stone ,2013,4.8,549632
Black and White,The Lost Skeleton of Cadavra ,2001,7,110536
Black and White,The Lost Weekend ,1945,8,
Color,The Lost World: Jurassic Park ,1997,6.5,229074524
Color,The Love Guru ,2008,3.8,32178777
Color,The Love Letter ,1998,7.4,
Color,The Loved Ones ,2009,6.7,
Color,The Lovely Bones ,2009,6.7,87965684
Color,The Lovers ,2015,4.5,
Color,The Lucky One ,2012,6.5,60443237
Color,The Lucky Ones ,2008,7,183088
Color,The Lunchbox ,2013,7.8,4231500
Color,The Machinist ,2004,7.7,1082044
Color,The Magic Flute ,2006,6.6,
Color,The Magic Sword: Quest for Camelot ,1998,6.2,22717758
Color,The Maid's Room ,2013,4.5,
Color,The Majestic ,2001,6.9,27796042
Color,The Man from Earth ,2007,8,
Color,The Man from Snowy River ,1982,7.3,
Color,The Man from U.N.C.L.E. ,2015,7.3,45434443
Color,The Man in the Iron Mask ,1998,6.4,56876365
Color,The Man Who Knew Too Little ,1997,6.6,13801755
Black and White,The Man Who Shot Liberty Valance ,1962,8.1,
Color,The Man with the Golden Gun ,1974,6.8,21000000
Color,The Man with the Iron Fists ,2012,5.4,15608545
Color,The Man ,2005,5.5,8326035
Color,The Manchurian Candidate ,2004,6.6,65948711
Color,The Marine 4: Moving Target ,2015,5.2,
Color,The Marine ,2006,4.7,18843314
Color,The Martian ,2015,8.1,228430993
Color,The Mask of Zorro ,1998,6.7,93771072
Color,The Mask ,1994,6.9,119938730
Color,The Masked Saint ,2016,4.7,123777
Color,The Master of Disguise ,2002,3.3,40363530
Color,The Master ,2012,7.1,16377274
Color,The Matador ,2005,6.8,12570442
Color,The Matrix Reloaded ,2003,7.2,281492479
Color,The Matrix Revolutions ,2003,6.7,139259759
Color,The Matrix ,1999,8.7,171383253
Color,The Maze Runner ,2014,6.8,102413606
Color,The Mechanic ,2011,6.6,29113588
Color,The Medallion ,2003,5.2,22108977
Color,The Men Who Stare at Goats ,2009,6.2,32416109
Color,The Merchant of Venice ,2004,7.1,3752725
Color,The Messenger ,2009,7.2,66637
Color,The Messenger: The Story of Joan of Arc ,1999,6.4,14131298
Color,The Mexican ,2001,6.1,66808615
Color,The Midnight Meat Train ,2008,6.1,73548
Color,The Mighty Ducks ,1992,6.4,50752337
Color,The Mighty Macs ,2009,6.5,1889522
Color,The Mighty ,1998,7.3,2643689
Color,The Mirror Has Two Faces ,1996,6.5,41252428
Black and White,The Misfits ,1961,7.4,
Color,The Missing Person ,2009,6.2,17580
Color,The Mist ,2007,7.2,25592632
Color,The Molly Maguires ,1970,6.9,
Color,The Mongol King ,2005,7.8,
Color,The Monuments Men ,2014,6.1,78031620
Color,The Mortal Instruments: City of Bones ,2013,6,31165421
Color,The Motel ,2005,6.8,47111
Color,The Mothman Prophecies ,2002,6.5,35228696
Color,The Mudge Boy ,2003,7.2,
Color,The Mummy Returns ,2001,6.3,202007640
Color,The Mummy: Tomb of the Dragon Emperor ,2008,5.2,102176165
Color,The Muppet Christmas Carol ,1992,7.7,27281507
Color,The Muppet Movie ,1979,7.7,76657000
Color,The Muppets ,2011,7.1,88625922
Color,The Muse ,1999,5.6,11614236
Color,The Musketeer ,2001,4.7,27053815
Color,The Naked Ape ,2006,4.7,
Color,The Naked Gun 2½: The Smell of Fear ,1991,6.8,86930411
Color,The Names of Love ,2010,7.2,513836
Color,The Namesake ,2006,7.6,13569248
Color,The Nativity Story ,2006,6.8,37617947
Color,The Negotiator ,1998,7.3,44484065
Color,The Neon Demon ,2016,7,1330827
Color,The Net ,1995,5.8,50728000
Color,The NeverEnding Story ,1984,7.4,
Color,The New Guy ,2002,5.9,28972187
Color,The New World ,2005,6.7,12712093
Color,The Newton Boys ,1998,6,10297897
Color,The Next Best Thing ,2000,4.7,14983572
Color,The Next Three Days ,2010,7.4,21129348
Color,The Night Listener ,2006,5.9,7825820
Color,The Night Visitor ,1971,6.8,
Color,The Ninth Gate ,1999,6.7,18653746
Color,The Notebook ,2004,7.9,64286
Color,The November Man ,2014,6.3,24984868
Color,The Number 23 ,2007,6.4,35063732
Color,The Nun's Story ,1959,7.6,
Color,The Nut Job ,2014,5.8,64238770
Color,The Nutcracker in 3D ,2010,4.4,190562
Color,The Nutcracker ,1993,5.7,2119994
Color,The Nutty Professor ,1996,5.6,128769345
Color,The Object of My Affection ,1998,6,29106737
Color,The Odd Life of Timothy Green ,2012,6.6,51853450
Color,The Oh in Ohio ,2006,5.6,
Color,The Omega Code ,1999,3.5,12610552
Color,The Omen ,1976,7.6,
Color,The One ,2001,5.9,43905746
Color,The Oogieloves in the Big Balloon Adventure ,2012,6.7,1064277
Color,The Open Road ,2009,5.5,19348
Color,The Opposite Sex ,2014,4.5,
Color,The Order ,2003,5.1,7659747
Color,The Original Kings of Comedy ,2000,6.6,38168022
Color,The Orphanage ,2007,7.5,7159147
Color,The Other Boleyn Girl ,2008,6.7,26814957
Color,The Other Dream Team ,2012,8.4,133778
Color,The Other End of the Line ,2008,6.2,115504
Color,The Other Guys ,2010,6.7,119219978
Color,The Other Side of Heaven ,2001,6.5,4720371
Color,The Other Woman ,2014,6,83906114
Color,The Others ,2001,7.6,96471845
Color,The Out-of-Towners ,1999,5.3,28535768
Color,The Outrageous Sophie Tucker ,2014,7.2,
Color,The Outsiders ,1983,7.2,25600000
Color,The Oxford Murders ,2008,6.1,3607
Color,The Pacifier ,2005,5.5,113006880
Color,The Painted Veil ,2006,7.5,8047690
Color,The Pallbearer ,1996,4.9,
Black and White,The Party's Over ,1965,7.3,
Color,The Passion of the Christ ,2004,7.1,499263
Color,The Past is a Grotesque Animal ,2014,7.6,
Color,The Patriot ,2000,7.1,113330342
Color,The Peacemaker ,1997,5.9,41256277
Color,The Peanuts Movie ,2015,7.2,130174897
Color,The Pelican Brief ,1993,6.5,100768056
Color,The Perez Family ,1995,6.2,2832826
Black and White,The Perfect Game ,2009,7,1089445
Color,The Perfect Host ,2010,6.8,48430
Color,The Perfect Man ,2005,5.5,16247775
Color,The Perfect Match ,2016,4.5,9658370
Color,The Perfect Storm ,2000,6.4,182618434
Color,The Perfect Wave ,2014,4.7,
Color,The Perks of Being a Wallflower ,2012,8,17738570
Color,The Pet ,2006,3.9,
Black and White,The Phantom of the Opera ,2004,7.4,51225796
Color,The Phantom ,1996,4.9,17300889
Black and White,The Pianist ,2002,8.5,32519322
Color,The Piano ,1993,7.6,40158000
Color,The Pink Panther ,2006,5.6,82226474
Color,The Pirate ,1948,7.1,2956000
Color,The Pirates Who Don't Do Anything: A VeggieTales Movie ,2008,5.7,12701880
Color,The Pirates! Band of Misfits ,2012,6.7,31051126
Color,The Place Beyond the Pines ,2012,7.3,21383298
Color,The Players Club ,1998,5.6,23031390
Color,The Pledge ,2001,6.8,19719930
Color,The Poker House ,2008,6.5,
Color,The Polar Express ,2004,6.6,665426
Color,The Possession ,2012,5.9,98244638
Color,The Postman Always Rings Twice ,1981,6.6,
Color,The Postman ,1997,6,17593391
Color,The Prestige ,2006,8.5,53082743
Color,The Prince and Me ,2004,5.9,28165882
Color,The Prince of Egypt ,1998,7,101217900
Color,The Prince of Tides ,1991,6.6,74787599
Color,The Prince ,2014,4.6,
Color,The Princess and the Cobbler ,1993,7.2,669276
Color,The Princess and the Frog ,2009,7.1,104374107
Color,The Princess Bride ,1987,8.1,30857814
Color,The Princess Diaries 2: Royal Engagement ,2004,5.7,95149435
Color,The Princess Diaries ,2001,6.2,108244774
Black and White,The Prisoner of Zenda ,1937,7.8,
Color,The Producers ,2005,6.4,19377727
Color,The Promise ,2005,5.6,668171
Color,The Prophecy ,1995,6.6,16115878
Color,The Proposal ,2009,6.7,163947053
Color,The Proposition ,2005,7.4,1900725
Color,The Protector ,2005,7.1,11905519
Color,The Puffy Chair ,2005,6.6,192467
Color,The Punisher ,2004,6.5,33682273
Color,The Purge ,2013,5.7,64423650
Color,The Purge: Anarchy ,2014,6.5,71519230
Color,The Purge: Election Year ,2016,6.1,78845130
Color,The Pursuit of D.B. Cooper ,1981,5.7,
Color,The Pursuit of Happyness ,2006,8,162586036
Color,The Queen ,2006,7.3,56437947
Black and White,The Quick and the Dead ,1995,6.4,18636537
Color,The Quiet American ,2002,7.1,12987647
Color,The Quiet ,2005,6.4,381186
Color,The R.M. ,2003,6,1111615
Black and White,The Rage: Carrie 2 ,1999,4.6,17757087
Color,The Raid: Redemption ,2011,7.6,4105123
Color,The Railway Man ,2013,7.1,4435083
Color,The Rainmaker ,1997,7.1,45856732
Color,The Raven ,2012,6.4,16005978
Color,The Reader ,2008,7.6,34180954
Color,The Real Cancun ,2003,2.7,3713002
Color,The Reaping ,2007,5.7,25117498
Color,The Red Violin ,1998,7.7,9473382
Color,The Reef ,2010,5.8,
Color,The Relic ,1997,5.7,33927476
Color,The Remains of the Day ,1993,7.9,22954968
Color,The Replacement Killers ,1998,6.1,18967571
Color,The Replacements ,2000,6.5,44737059
Color,The Return of the Living Dead ,1985,7.3,
Color,The Return of the Pink Panther ,1975,7.1,
Color,The Return ,2003,8,502028
Color,The Revenant ,2015,8.1,183635922
Color,The Ridiculous 6 ,2015,4.9,
Color,The Right Stuff ,1983,7.9,21500000
Color,The Ring Two ,2005,5.4,75888270
Color,The Rite ,2011,6,33037754
Color,The River Wild ,1994,6.3,46815748
Color,The Road to El Dorado ,2000,6.9,50802661
Color,The Road ,2009,7.3,56692
Color,The Robe ,1953,6.8,36000000
Color,The Rock ,1996,7.4,134006721
Color,The Rocker ,2008,6.2,6409206
Color,The Rocket: The Legend of Rocket Richard ,2005,7.7,
Color,The Rookie ,2002,7,75597042
Color,The Roommate ,2011,4.8,37300107
Color,The Rose ,1979,6.9,29200000
Color,The Royal Tenenbaums ,2001,7.6,52353636
Color,The Rugrats Movie ,1998,5.9,100491683
Color,The Ruins ,2008,5.9,17427926
Color,The Rules of Attraction ,2002,6.7,6525762
Color,The Runaways ,2010,6.6,3571735
Color,The Rundown ,2003,6.7,47592825
Color,The Running Man ,1987,6.6,38122105
Color,The Saint ,1997,6.2,61355436
Color,The Salon ,2005,4.3,92362
Color,The Salton Sea ,2002,7.2,676698
Color,The Santa Clause 2 ,2002,5.5,139225854
Color,The Santa Clause ,1994,6.4,144833357
Color,The Savages ,2007,7.2,6610326
Color,The Scarlet Letter ,1995,5.1,10400000
Color,The Scorch Trials ,2015,6.4,81687587
Color,The Score ,2001,6.8,71069884
Color,The Scorpion King ,2002,5.5,90341670
Color,The Sea Inside ,2004,8.1,2086345
Color,The Second Best Exotic Marigold Hotel ,2015,6.6,33071558
Color,The Second Mother ,2015,7.9,375723
Color,The Secret in Their Eyes ,2009,8.2,20167424
Color,The Secret Life of Bees ,2008,7.3,37766350
Color,The Secret Life of Pets ,2016,6.8,323505540
Color,The Secret Life of Walter Mitty ,2013,7.3,58229120
Color,The Secret of Kells ,2009,7.7,686383
Color,The Sentinel ,2006,6.1,36279230
Color,The Sessions ,2012,7.2,5997134
Color,The Shadow ,1994,6,32055248
Color,The Shaggy Dog ,2006,4.4,61112916
Color,The Shallows ,2016,6.8,54257433
Color,The Shawshank Redemption ,1994,9.3,28341469
Color,The Shining ,1980,8.4,
Color,The Shipping News ,2001,6.8,11405825
Color,The Siege ,1998,6.3,40932372
Color,The Signal ,2014,6.1,
Color,The Silence of the Lambs ,1991,8.6,130727000
Color,The Simpsons Movie ,2007,7.4,183132370
Color,The Singing Detective ,2003,5.6,336456
Color,The Singles Ward ,2002,6.4,1250798
Color,The Sisterhood of Night ,2014,6.3,
Color,The Sisterhood of the Traveling Pants 2 ,2008,6.2,44087387
Color,The Sisterhood of the Traveling Pants ,2005,6.6,39008741
Color,The Sitter ,2011,5.7,30538669
Color,The Sixth Sense ,1999,8.1,293501675
Black and White,The Skeleton Key ,2005,6.5,47806295
Color,The Skeleton Twins ,2014,6.8,5283379
Color,The Skulls ,2000,5.6,35007180
Color,The Slaughter Rule ,2002,6.1,13134
Color,The Sleepwalker ,2014,4.9,
Color,The Smurfs 2 ,2013,5.4,71017784
Color,The Smurfs ,2011,5.5,142614158
Color,The Social Network ,2010,7.7,96917897
Color,The Soloist ,2009,6.7,31670931
Color,The Son of No One ,2011,5.1,28870
Color,The Sorcerer's Apprentice ,2010,6.1,63143812
Color,The Sound and the Shadow ,2014,8.3,
Color,The Sound of Music ,1965,8,163214286
Color,The Spanish Prisoner ,1997,7.3,10200000
Color,The Specialist ,1994,5.4,57362581
Color,The Specials ,2000,6,12996
Color,The Spectacular Now ,2013,7.1,6851969
Color,The Spiderwick Chronicles ,2008,6.6,71148699
Color,The Spirit ,2008,4.8,19781879
Color,The SpongeBob Movie: Sponge Out of Water ,2015,6,162495848
Color,The SpongeBob SquarePants Movie ,2004,7,85416609
Color,The Spy Next Door ,2010,5.4,24268828
Color,The Spy Who Loved Me ,1977,7.1,46800000
Color,The Square ,2013,8.1,
Color,The Squid and the Whale ,2005,7.4,7362100
Black and White,The Statement ,2003,6.2,763044
Color,The Station Agent ,2003,7.7,5739376
Color,The Stepfather ,2009,5.6,29062561
Color,The Stepford Wives ,2004,5.2,59475623
Color,The Stewardesses ,1969,4,
Black and White,The Sticky Fingers of Time ,1997,6.3,18195
Color,The Sting ,1973,8.3,159600000
Color,The Story of Us ,1999,5.9,27067160
Color,The Straight Story ,1999,8,6197866
Color,The Sum of All Fears ,2002,6.4,118471320
Color,The Sweeney ,2012,6.1,26345
Color,The Sweet Hereafter ,1997,7.7,4306697
Color,The Sweetest Thing ,2002,5.1,24430272
Color,The Swindle ,1997,6.6,231417
Color,The Switch ,2010,6.1,27758465
Color,The Tailor of Panama ,2001,6.1,13491653
Color,The Taking of Pelham 1 2 3 ,2009,6.4,65452312
Color,The Tale of Despereaux ,2008,6.1,50818750
Color,The Talented Mr. Ripley ,1999,7.3,81292135
Color,The Tempest ,2010,5.4,263365
Color,The Ten ,2007,5,766487
Color,The Terminal ,2004,7.3,77032279
Color,The Terminator ,1984,8.1,38400000
Color,The Texas Chain Saw Massacre ,1974,7.5,61718000
