Budget,Cast_Likes,Gross,Link,Score,Title,Type,Users,Year,movie_likes
35000000,5709,26494611,http://www.imdb.com/title/tt0124298/?ref_=fn_tt_tt_1,6.6,Blast from the Past ,Color,48621,1999,0
61000000,13232,118153533,http://www.imdb.com/title/tt0445934/?ref_=fn_tt_tt_1,6.3,Blades of Glory ,Color,129995,2007,0
65000000,19764,52397389,http://www.imdb.com/title/tt0359013/?ref_=fn_tt_tt_1,5.9,Blade: Trinity ,Color,132954,2004,0
28000000,13877,27000000,http://www.imdb.com/title/tt0083658/?ref_=fn_tt_tt_1,8.2,Blade Runner ,Color,461609,1982,34000
54000000,15371,81645152,http://www.imdb.com/title/tt0187738/?ref_=fn_tt_tt_1,6.7,Blade II ,Color,158267,2002,0
45000000,3174,70001065,http://www.imdb.com/title/tt0120611/?ref_=fn_tt_tt_1,7.1,Blade ,Color,191437,1998,0
70000000,28129,7097125,http://www.imdb.com/title/tt2717822/?ref_=fn_tt_tt_1,5.4,Blackhat ,Color,38983,2015,11000
13000000,38072,106952327,http://www.imdb.com/title/tt0947798/?ref_=fn_tt_tt_1,8,Black Swan ,Color,551363,2010,106000
15000000,5012,9396487,http://www.imdb.com/title/tt0462200/?ref_=fn_tt_tt_1,7,Black Snake Moan ,Black and White,52421,2006,0
30000000,1748,45645204,http://www.imdb.com/title/tt0096933/?ref_=fn_tt_tt_1,6.6,Black Rain ,Color,39306,1989,0
9000000,3745,21569041,http://www.imdb.com/title/tt2883434/?ref_=fn_tt_tt_1,6.6,Black or White ,Color,8058,2014,0
17500000,1373,7017178,http://www.imdb.com/title/tt1425922/?ref_=fn_tt_tt_1,4.4,Black Nativity ,Color,1633,2013,0
53000000,63769,62563543,http://www.imdb.com/title/tt1355683/?ref_=fn_tt_tt_1,7,Black Mass ,Color,115216,2015,44000
50000000,2643,33422806,http://www.imdb.com/title/tt0265087/?ref_=fn_tt_tt_1,4.8,Black Knight ,Color,30771,2001,0
92000000,4270,108638745,http://www.imdb.com/title/tt0265086/?ref_=fn_tt_tt_1,7.7,Black Hawk Down ,Color,292022,2001,10000
9000000,1611,16235293,http://www.imdb.com/title/tt0454082/?ref_=fn_tt_tt_1,4.5,Black Christmas ,Color,19918,2006,0
21000000,2590,4398392,http://www.imdb.com/title/tt0389557/?ref_=fn_tt_tt_1,7.8,Black Book ,Color,59507,2006,0
13000000,1775,4919896,http://www.imdb.com/title/tt0188453/?ref_=fn_tt_tt_1,6.1,Birthday Girl ,Color,21530,2001,618
20000000,2295,5005883,http://www.imdb.com/title/tt0337876/?ref_=fn_tt_tt_1,6.1,Birth ,Color,29649,2004,0
18000000,21668,42335698,http://www.imdb.com/title/tt2562232/?ref_=fn_tt_tt_1,7.8,Birdman or (The Unexpected Virtue of Ignorance) ,Color,395087,2014,114000
5000000,1122,21994911,http://www.imdb.com/title/tt0249462/?ref_=fn_tt_tt_1,7.7,Billy Elliot ,Color,98354,2000,0
10000000,20795,40485039,http://www.imdb.com/title/tt0096928/?ref_=fn_tt_tt_1,6.9,Bill & Ted's Excellent Adventure ,Color,85362,1989,0
20000000,20188,38037513,http://www.imdb.com/title/tt0101452/?ref_=fn_tt_tt_1,6.2,Bill & Ted's Bogus Journey ,Color,49680,1991,0
25000000,896,11100000,http://www.imdb.com/title/tt0090728/?ref_=fn_tt_tt_1,7.3,Big Trouble in Little China ,Color,92464,1986,19000
40000000,13917,7262288,http://www.imdb.com/title/tt0246464/?ref_=fn_tt_tt_1,6.5,Big Trouble ,Color,17307,2002,892
32000000,3500,37911876,http://www.imdb.com/title/tt1464174/?ref_=fn_tt_tt_1,4.4,"Big Mommas: Like Father, Like Son ",Color,19671,2011,0
40000000,19334,70163652,http://www.imdb.com/title/tt0421729/?ref_=fn_tt_tt_1,4.6,Big Momma's House 2 ,Color,31968,2006,663
30000000,1790,117559438,http://www.imdb.com/title/tt0208003/?ref_=fn_tt_tt_1,5.1,Big Momma's House ,Color,66941,2000,1000
40000000,1702,20113965,http://www.imdb.com/title/tt1430615/?ref_=fn_tt_tt_1,6.5,Big Miracle ,Color,15231,2012,0
165000000,2963,222487711,http://www.imdb.com/title/tt2245084/?ref_=fn_tt_tt_1,7.9,Big Hero 6 ,Color,279093,2014,41000
70000000,16138,66257002,http://www.imdb.com/title/tt0319061/?ref_=fn_tt_tt_1,8,Big Fish ,Color,350698,2003,26000
30000000,7414,95622550,http://www.imdb.com/title/tt0265298/?ref_=fn_tt_tt_1,5.4,Big Fat Liar ,Color,58016,2002,1792
10000000,12418,14479776,http://www.imdb.com/title/tt1126590/?ref_=fn_tt_tt_1,7,Big Eyes ,Color,55539,2014,20000
34200000,26760,163479795,http://www.imdb.com/title/tt0142342/?ref_=fn_tt_tt_1,6.4,Big Daddy ,Color,161858,1999,0
18000000,28018,114968774,http://www.imdb.com/title/tt0094737/?ref_=fn_tt_tt_1,7.3,Big ,Color,153468,1988,0
100000000,55254,58220776,http://www.imdb.com/title/tt0182789/?ref_=fn_tt_tt_1,6.8,Bicentennial Man ,Color,87785,1999,0
900000,731,9000000,http://www.imdb.com/title/tt0065466/?ref_=fn_tt_tt_1,6.2,Beyond the Valley of the Dolls ,Color,7584,1970,0
23000000,23689,6144806,http://www.imdb.com/title/tt0363473/?ref_=fn_tt_tt_1,6.7,Beyond the Sea ,Black and White,12821,2004,0
500000,194,2047570,http://www.imdb.com/title/tt0218043/?ref_=fn_tt_tt_1,7.6,Beyond the Mat ,Color,6790,1999,491
7000000,3110,14612840,http://www.imdb.com/title/tt3125324/?ref_=fn_tt_tt_1,6.9,Beyond the Lights ,Color,11191,2014,0
1100000,645,56129,http://www.imdb.com/title/tt1534085/?ref_=fn_tt_tt_1,6.1,Beyond the Black Rainbow ,Color,6555,2010,0
35000000,12947,4426297,http://www.imdb.com/title/tt0294357/?ref_=fn_tt_tt_1,6.5,Beyond Borders ,Color,22570,2003,0
55000000,1093,42610000,http://www.imdb.com/title/tt0109254/?ref_=fn_tt_tt_1,5.5,Beverly Hills Cop III ,Color,60293,1994,669
28000000,4121,153665036,http://www.imdb.com/title/tt0092644/?ref_=fn_tt_tt_1,6.4,Beverly Hills Cop II ,Color,84824,1987,0
14000000,3464,234760500,http://www.imdb.com/title/tt0086960/?ref_=fn_tt_tt_1,7.3,Beverly Hills Cop ,Color,126464,1984,0
20000000,4729,94497271,http://www.imdb.com/title/tt1014775/?ref_=fn_tt_tt_1,3.7,Beverly Hills Chihuahua ,Color,17829,2008,0
250000,139,3799339,http://www.imdb.com/title/tt0280477/?ref_=fn_tt_tt_1,7.2,Better Luck Tomorrow ,Color,8000,2002,661
6000000,4611,18621249,http://www.imdb.com/title/tt0218839/?ref_=fn_tt_tt_1,7.5,Best in Show ,Color,45859,2000,0
5000000,11328,9203192,http://www.imdb.com/title/tt1704573/?ref_=fn_tt_tt_1,6.8,Bernie ,Color,45396,2011,15000
150000000,31523,82161969,http://www.imdb.com/title/tt0442933/?ref_=fn_tt_tt_1,6.3,Beowulf ,Color,142440,2007,3000
500000,1090,39552600,http://www.imdb.com/title/tt0071206/?ref_=fn_tt_tt_1,6.1,Benji ,Color,3411,1974,816
3500159,2201,32541719,http://www.imdb.com/title/tt0286499/?ref_=fn_tt_tt_1,6.7,Bend It Like Beckham ,Color,89806,2002,0
55000000,2397,22843047,http://www.imdb.com/title/tt0120603/?ref_=fn_tt_tt_1,5.9,Beloved ,Color,6082,1998,853
3300000,2747,8108247,http://www.imdb.com/title/tt0482463/?ref_=fn_tt_tt_1,7.4,Bella ,Color,9607,2006,0
18000000,847,7739049,http://www.imdb.com/title/tt0340012/?ref_=fn_tt_tt_1,7.1,Being Julia ,Color,10680,2004,562
13000000,1171,22858926,http://www.imdb.com/title/tt0120601/?ref_=fn_tt_tt_1,7.8,Being John Malkovich ,Color,254404,1999,0
40000000,2544,59068786,http://www.imdb.com/title/tt0159273/?ref_=fn_tt_tt_1,6.4,Behind Enemy Lines ,Color,86902,2001,0
3200000,2016,5776314,http://www.imdb.com/title/tt1532503/?ref_=fn_tt_tt_1,7.2,Beginners ,Color,73349,2010,15000
8000000,517,16168741,http://www.imdb.com/title/tt1980929/?ref_=fn_tt_tt_1,7.4,Begin Again ,Color,99430,2013,43000
2700000,65,5792822,http://www.imdb.com/title/tt0381681/?ref_=fn_tt_tt_1,8,Before Sunset ,Color,168398,2004,13000
2500000,36,5400000,http://www.imdb.com/title/tt0112471/?ref_=fn_tt_tt_1,8.1,Before Sunrise ,Color,183288,1995,22000
3000000,328,8114507,http://www.imdb.com/title/tt2209418/?ref_=fn_tt_tt_1,7.9,Before Midnight ,Color,95362,2013,62000
22000000,14617,2963012,http://www.imdb.com/title/tt1726592/?ref_=fn_tt_tt_1,6.3,Before I Go to Sleep ,Color,48873,2014,11000
15000000,1953,73326666,http://www.imdb.com/title/tt0094721/?ref_=fn_tt_tt_1,7.5,Beetlejuice ,Color,189413,1988,15000
17500000,35345,19179969,http://www.imdb.com/title/tt0486551/?ref_=fn_tt_tt_1,6.3,Beerfest ,Color,54710,2006,0
2800000,2753,475000,http://www.imdb.com/title/tt0453453/?ref_=fn_tt_tt_1,6,Beer League ,Color,6930,2006,323
150000000,6576,126597121,http://www.imdb.com/title/tt0389790/?ref_=fn_tt_tt_1,6.2,Bee Movie ,Color,105902,2007,0
80000000,12831,109993847,http://www.imdb.com/title/tt0960731/?ref_=fn_tt_tt_1,6.1,Bedtime Stories ,Color,72326,2008,0
48000000,5390,37879996,http://www.imdb.com/title/tt0230030/?ref_=fn_tt_tt_1,6,Bedazzled ,Color,81888,2000,0
16500000,12554,18663911,http://www.imdb.com/title/tt0416508/?ref_=fn_tt_tt_1,7.1,Becoming Jane ,Color,46204,2007,0
14000000,3462,32645546,http://www.imdb.com/title/tt0317132/?ref_=fn_tt_tt_1,6.4,Because of Winn-Dixie ,Color,8427,2005,1000
12000000,17035,63071133,http://www.imdb.com/title/tt0115641/?ref_=fn_tt_tt_1,6.8,Beavis and Butt-Head Do America ,Color,42892,1996,0
60000000,3580,19445217,http://www.imdb.com/title/tt1559547/?ref_=fn_tt_tt_1,6.2,Beautiful Creatures ,Color,67796,2013,14000
1800000,2658,12784397,http://www.imdb.com/title/tt2125435/?ref_=fn_tt_tt_1,7.3,Beasts of the Southern Wild ,Color,70336,2012,31000
6000000,2000,869325,http://www.imdb.com/title/tt0101412/?ref_=fn_tt_tt_1,3.8,Beastmaster 2: Through the Portal of Time ,Color,2281,1991,125
17000000,17396,27854896,http://www.imdb.com/title/tt1152398/?ref_=fn_tt_tt_1,5.6,Beastly ,Color,64190,2011,16000
20000000,1778,11169531,http://www.imdb.com/title/tt0799934/?ref_=fn_tt_tt_1,6.4,Be Kind Rewind ,Color,79855,2008,0
53000000,15889,55808744,http://www.imdb.com/title/tt0377471/?ref_=fn_tt_tt_1,5.7,Be Cool ,Color,59435,2005,0
209000000,26679,65173160,http://www.imdb.com/title/tt1440129/?ref_=fn_tt_tt_1,5.9,Battleship ,Color,202382,2012,44000
44000000,971,21471685,http://www.imdb.com/title/tt0185183/?ref_=fn_tt_tt_1,2.4,Battlefield Earth ,Color,65464,2000,0
20000000,3177,8888355,http://www.imdb.com/title/tt1532958/?ref_=fn_tt_tt_1,5,Battle of the Year ,Color,7894,2013,0
70000000,4001,83552429,http://www.imdb.com/title/tt1217613/?ref_=fn_tt_tt_1,5.8,Battle Los Angeles ,Color,154955,2011,25000
6500000,1405,10149779,http://www.imdb.com/title/tt0200469/?ref_=fn_tt_tt_1,3.6,Bats ,Color,8294,1999,342
250000000,24450,330249062,http://www.imdb.com/title/tt2975590/?ref_=fn_tt_tt_1,6.9,Batman v Superman: Dawn of Justice ,Color,371639,2016,197000
80000000,2899,162831698,http://www.imdb.com/title/tt0103776/?ref_=fn_tt_tt_1,7,Batman Returns ,Color,215255,1992,0
100000000,2880,184031112,http://www.imdb.com/title/tt0112462/?ref_=fn_tt_tt_1,5.4,Batman Forever ,Color,190786,1995,0
150000000,59558,205343774,http://www.imdb.com/title/tt0372784/?ref_=fn_tt_tt_1,8.3,Batman Begins ,Color,980946,2005,15000
125000000,2699,107285004,http://www.imdb.com/title/tt0118688/?ref_=fn_tt_tt_1,3.7,Batman & Robin ,Color,189855,1997,0
35000000,2725,251188924,http://www.imdb.com/title/tt0096895/?ref_=fn_tt_tt_1,7.6,Batman ,Color,269033,1989,12000
3300000,11459,2961991,http://www.imdb.com/title/tt0115632/?ref_=fn_tt_tt_1,6.9,Basquiat ,Color,15885,1996,0
70000000,1899,5851188,http://www.imdb.com/title/tt0430912/?ref_=fn_tt_tt_1,4.2,Basic Instinct 2 ,Color,31124,2006,764
50000000,3357,26536120,http://www.imdb.com/title/tt0264395/?ref_=fn_tt_tt_1,6.5,Basic ,Color,49926,2003,0
51000000,2055,72601713,http://www.imdb.com/title/tt0414853/?ref_=fn_tt_tt_1,5.6,Barnyard ,Color,21396,2006,605
15000000,1139,11144518,http://www.imdb.com/title/tt0120598/?ref_=fn_tt_tt_1,2.8,Barney's Great Adventure ,Color,2724,1998,436
18000000,3956,64955956,http://www.imdb.com/title/tt0337579/?ref_=fn_tt_tt_1,5.7,Barbershop 2: Back in Business ,Black and White,10104,2004,265
12000000,2754,75074950,http://www.imdb.com/title/tt0303714/?ref_=fn_tt_tt_1,6.3,Barbershop ,Color,22147,2002,770
40000000,12166,15279680,http://www.imdb.com/title/tt0814022/?ref_=fn_tt_tt_1,5.4,Bangkok Dangerous ,Color,48245,2008,0
20000000,1573,5205343,http://www.imdb.com/title/tt0976222/?ref_=fn_tt_tt_1,6.4,Bandslam ,Color,11958,2009,1000
80000000,13934,41523271,http://www.imdb.com/title/tt0219965/?ref_=fn_tt_tt_1,6.6,Bandits ,Color,57038,2001,0
10000000,4266,2185266,http://www.imdb.com/title/tt0215545/?ref_=fn_tt_tt_1,6.5,Bamboozled ,Color,8720,2000,1000
70000000,1846,14294842,http://www.imdb.com/title/tt0308208/?ref_=fn_tt_tt_1,3.6,Ballistic: Ecks vs. Sever ,Color,16761,2002,391
8500000,8097,21564616,http://www.imdb.com/title/tt1171222/?ref_=fn_tt_tt_1,5,Baggage Claim ,Color,7098,2013,0
10000000,2061,7764027,http://www.imdb.com/title/tt2170299/?ref_=fn_tt_tt_1,6.7,Bad Words ,Color,38459,2013,0
20000000,5547,100292856,http://www.imdb.com/title/tt1284575/?ref_=fn_tt_tt_1,5.7,Bad Teacher ,Color,160418,2011,16000
18000000,3151,60057639,http://www.imdb.com/title/tt0307987/?ref_=fn_tt_tt_1,7.1,Bad Santa ,Color,107815,2003,10000
40000000,37572,110922614,http://www.imdb.com/title/tt4651520/?ref_=fn_tt_tt_1,6.7,Bad Moms ,Color,9308,2016,36000
20000000,13809,1697956,http://www.imdb.com/title/tt1095217/?ref_=fn_tt_tt_1,6.7,Bad Lieutenant: Port of Call New Orleans ,Color,64944,2009,6000
15000000,1018,101978840,http://www.imdb.com/title/tt3063516/?ref_=fn_tt_tt_1,6.6,Bad Grandpa ,Color,77724,2013,26000
70000000,12993,30157016,http://www.imdb.com/title/tt0280486/?ref_=fn_tt_tt_1,5.6,Bad Company ,Color,39659,2002,792
130000000,12954,138396624,http://www.imdb.com/title/tt0172156/?ref_=fn_tt_tt_1,6.6,Bad Boys II ,Color,178126,2003,0
19000000,11013,65807024,http://www.imdb.com/title/tt0112442/?ref_=fn_tt_tt_1,6.8,Bad Boys ,Color,172405,1995,0
40000000,3986,87666629,http://www.imdb.com/title/tt0099088/?ref_=fn_tt_tt_1,7.4,Back to the Future Part III ,Color,283480,1990,0
40000000,3660,118500000,http://www.imdb.com/title/tt0096874/?ref_=fn_tt_tt_1,7.8,Back to the Future Part II ,Color,340085,1989,12000
19000000,3230,210609762,http://www.imdb.com/title/tt0088763/?ref_=fn_tt_tt_1,8.5,Back to the Future ,Color,732212,1985,39000
3000000,8353,418268,http://www.imdb.com/title/tt1920849/?ref_=fn_tt_tt_1,5.3,Bachelorette ,Color,37156,2012,0
70000000,15990,22531698,http://www.imdb.com/title/tt0364970/?ref_=fn_tt_tt_1,5.6,Babylon A.D. ,Color,81523,2008,0
50000000,2949,16671505,http://www.imdb.com/title/tt0109190/?ref_=fn_tt_tt_1,5.9,Baby's Day Out ,Color,33186,1994,0
30000000,6930,60269340,http://www.imdb.com/title/tt0871426/?ref_=fn_tt_tt_1,6,Baby Mama ,Color,34079,2008,0
18000000,2936,27141959,http://www.imdb.com/title/tt0118665/?ref_=fn_tt_tt_1,2.5,Baby Geniuses ,Color,19547,1999,0
16000000,3107,28734552,http://www.imdb.com/title/tt0255819/?ref_=fn_tt_tt_1,6.4,Baby Boy ,Black and White,9566,2001,1000
25000000,11248,34300771,http://www.imdb.com/title/tt0449467/?ref_=fn_tt_tt_1,7.5,Babel ,Color,243799,2006,0
80000000,2521,18318000,http://www.imdb.com/title/tt0120595/?ref_=fn_tt_tt_1,5.8,Babe: Pig in the City ,Color,24868,1998,964
30000000,1185,66600000,http://www.imdb.com/title/tt0112431/?ref_=fn_tt_tt_1,6.8,Babe ,Color,94435,1995,5000
18026148,554,6498000,http://www.imdb.com/title/tt2631186/?ref_=fn_tt_tt_1,8.4,Baahubali: The Beginning ,Color,62756,2015,21000
300000,0,16892,http://www.imdb.com/title/tt0221809/?ref_=fn_tt_tt_1,7.6,Ayurveda: Art of Being ,Color,341,2001,379
17000000,1997,9430988,http://www.imdb.com/title/tt1176740/?ref_=fn_tt_tt_1,7.1,Away We Go ,Color,45992,2009,7000
8600000,6954,14373825,http://www.imdb.com/title/tt0211933/?ref_=fn_tt_tt_1,6.5,Awake ,Color,63216,2007,0
60000000,3222,80281096,http://www.imdb.com/title/tt0370263/?ref_=fn_tt_tt_1,5.6,AVP: Alien vs. Predator ,Color,143628,2004,0
250000000,92000,458991599,http://www.imdb.com/title/tt2395427/?ref_=fn_tt_tt_1,7.5,Avengers: Age of Ultron ,Color,462669,2015,118000
237000000,4834,760505847,http://www.imdb.com/title/tt0499549/?ref_=fn_tt_tt_1,7.9,Avatar ,Color,886204,2009,33000
40000000,26938,37752931,http://www.imdb.com/title/tt0174480/?ref_=fn_tt_tt_1,5.5,Autumn in New York ,Color,20201,2000,0
7000000,2684,2062066,http://www.imdb.com/title/tt0298744/?ref_=fn_tt_tt_1,6.6,Auto Focus ,Color,11387,2002,357
130000000,921,49551662,http://www.imdb.com/title/tt0455824/?ref_=fn_tt_tt_1,6.6,Australia ,Color,102338,2008,0
33000000,47203,205399422,http://www.imdb.com/title/tt0145660/?ref_=fn_tt_tt_1,6.6,Austin Powers: The Spy Who Shagged Me ,Color,181225,1999,0
17000000,10557,53868030,http://www.imdb.com/title/tt0118655/?ref_=fn_tt_tt_1,7,Austin Powers: International Man of Mystery ,Color,183425,1997,0
63000000,2725,213079163,http://www.imdb.com/title/tt0295178/?ref_=fn_tt_tt_1,6.2,Austin Powers in Goldmember ,Color,162909,2002,0
25000000,39690,37738400,http://www.imdb.com/title/tt1322269/?ref_=fn_tt_tt_1,7.3,August: Osage County ,Color,67797,2013,30000
30000000,50927,31655091,http://www.imdb.com/title/tt0426931/?ref_=fn_tt_tt_1,7.5,August Rush ,Color,87331,2007,18000
13000000,2011,1024175,http://www.imdb.com/title/tt1478964/?ref_=fn_tt_tt_1,6.6,Attack the Block ,Color,82331,2011,18000
30000000,20499,50921738,http://www.imdb.com/title/tt0783233/?ref_=fn_tt_tt_1,7.8,Atonement ,Color,192930,2007,12000
5000000,3382,830210,http://www.imdb.com/title/tt2800038/?ref_=fn_tt_tt_1,4.4,Atlas Shrugged: Who Is John Galt? ,Color,1900,2014,0
10000000,5262,3333823,http://www.imdb.com/title/tt1985017/?ref_=fn_tt_tt_1,5.5,Atlas Shrugged II: The Strike ,Color,5612,2012,0
120000000,15237,84037039,http://www.imdb.com/title/tt0230011/?ref_=fn_tt_tt_1,6.8,Atlantis: The Lost Empire ,Color,72591,2001,0
60000000,3821,22326247,http://www.imdb.com/title/tt0132512/?ref_=fn_tt_tt_1,5.9,At First Sight ,Black and White,11232,1999,0
65000000,23365,19548064,http://www.imdb.com/title/tt0375568/?ref_=fn_tt_tt_1,6.3,Astro Boy ,Color,25681,2009,0
20000000,3148,19976073,http://www.imdb.com/title/tt0398712/?ref_=fn_tt_tt_1,6.3,Assault on Precinct 13 ,Color,65979,2005,999
50000000,58528,30306268,http://www.imdb.com/title/tt0112401/?ref_=fn_tt_tt_1,6.3,Assassins ,Black and White,62981,1995,0
25000000,774,9910,http://www.imdb.com/title/tt0382330/?ref_=fn_tt_tt_1,7.6,As It Is in Heaven ,Color,13543,2004,0
50000000,1474,147637474,http://www.imdb.com/title/tt0119822/?ref_=fn_tt_tt_1,7.7,As Good as It Gets ,Color,224671,1997,11000
5000000,1410,21197315,http://www.imdb.com/title/tt2870612/?ref_=fn_tt_tt_1,6.1,"As Above, So Below ",Color,49948,2014,14000
100000000,2707,46440491,http://www.imdb.com/title/tt1430607/?ref_=fn_tt_tt_1,7.1,Arthur Christmas ,Color,35446,2011,0
86000000,683,15131330,http://www.imdb.com/title/tt0344854/?ref_=fn_tt_tt_1,6,Arthur and the Invisibles ,Color,25843,2006,941
220000000,6350,48008318,http://www.imdb.com/title/tt0327437/?ref_=fn_tt_tt_1,5.8,Around the World in 80 Days ,Color,137442,2004,0
600000,85,23616,http://www.imdb.com/title/tt1074931/?ref_=fn_tt_tt_1,5.6,Arnolds Park ,Color,94,2007,11
13000000,3913,11501093,http://www.imdb.com/title/tt0106308/?ref_=fn_tt_tt_1,7.6,Army of Darkness ,Color,128850,1992,10000
27000000,137712,15988876,http://www.imdb.com/title/tt0913354/?ref_=fn_tt_tt_1,5.7,Armored ,Color,26236,2009,0
140000000,26029,201573391,http://www.imdb.com/title/tt0120591/?ref_=fn_tt_tt_1,6.6,Armageddon ,Color,322395,1998,11000
21500000,13576,24362501,http://www.imdb.com/title/tt0137363/?ref_=fn_tt_tt_1,7.2,Arlington Road ,Color,69980,1999,0
44500000,3133,136019448,http://www.imdb.com/title/tt1024648/?ref_=fn_tt_tt_1,7.7,Argo ,Color,452465,2012,89000
32000000,3558,82301521,http://www.imdb.com/title/tt0368578/?ref_=fn_tt_tt_1,4.6,Are We There Yet? ,Color,22679,2005,773
12000000,2440,7918283,http://www.imdb.com/title/tt1764183/?ref_=fn_tt_tt_1,6.6,Arbitrage ,Color,41574,2012,0
31000000,1440,53133888,http://www.imdb.com/title/tt0099052/?ref_=fn_tt_tt_1,6.3,Arachnophobia ,Color,50389,1990,0
12000000,3963,18595716,http://www.imdb.com/title/tt0429591/?ref_=fn_tt_tt_1,5.3,Aquamarine ,Color,30462,2006,0
750000,3071,5518918,http://www.imdb.com/title/tt0455326/?ref_=fn_tt_tt_1,6.9,Aqua Teen Hunger Force Colon Movie Film for Theaters ,Color,12160,2007,307
5000000,1160,12947763,http://www.imdb.com/title/tt0090655/?ref_=fn_tt_tt_1,6.2,April Fool's Day ,Color,10624,1986,0
5000000,1520,17683670,http://www.imdb.com/title/tt1772240/?ref_=fn_tt_tt_1,5.2,Apollo 18 ,Color,47227,2011,0
62000000,17171,172071312,http://www.imdb.com/title/tt0112384/?ref_=fn_tt_tt_1,7.6,Apollo 13 ,Color,208817,1995,5000
40000000,848,50859889,http://www.imdb.com/title/tt0472043/?ref_=fn_tt_tt_1,7.8,Apocalypto ,Color,236000,2006,14000
31500000,25313,78800000,http://www.imdb.com/title/tt0078788/?ref_=fn_tt_tt_1,8.5,Apocalypse Now ,Color,450676,1979,19000
23000000,22040,18653615,http://www.imdb.com/title/tt0149691/?ref_=fn_tt_tt_1,6.1,Anywhere But Here ,Color,14786,1999,638
18000000,14843,3203044,http://www.imdb.com/title/tt0313792/?ref_=fn_tt_tt_1,6.4,Anything Else ,Color,25165,2003,827
55000000,20761,75530832,http://www.imdb.com/title/tt0146838/?ref_=fn_tt_tt_1,6.8,Any Given Sunday ,Color,97047,1999,0
105000000,25788,90646554,http://www.imdb.com/title/tt0120587/?ref_=fn_tt_tt_1,6.6,Antz ,Color,124641,1998,0
12500000,20456,21078145,http://www.imdb.com/title/tt0168786/?ref_=fn_tt_tt_1,7.3,Antwone Fisher ,Color,26493,2002,0
30000000,1297,10965209,http://www.imdb.com/title/tt0218817/?ref_=fn_tt_tt_1,6.1,Antitrust ,Color,25558,2001,0
1000000,86,287761,http://www.imdb.com/title/tt2361700/?ref_=fn_tt_tt_1,7.6,Antarctica: A Year on Ice ,Color,2482,2013,0
150000,0,4914,http://www.imdb.com/title/tt2780714/?ref_=fn_tt_tt_1,7,Antarctic Edge: 70° South ,Color,123,2015,215
130000000,5730,180191634,http://www.imdb.com/title/tt0478970/?ref_=fn_tt_tt_1,7.4,Ant-Man ,Color,313866,2015,61000
10000000,2265,3205244,http://www.imdb.com/title/tt1431181/?ref_=fn_tt_tt_1,7.3,Another Year ,Color,23629,2010,0
100000,1303,1316074,http://www.imdb.com/title/tt1549572/?ref_=fn_tt_tt_1,7,Another Earth ,Color,71387,2011,21000
30000000,2452,4463292,http://www.imdb.com/title/tt1521197/?ref_=fn_tt_tt_1,6.9,Anonymous ,Color,34488,2011,15000
8000000,1442,3442820,http://www.imdb.com/title/tt2401878/?ref_=fn_tt_tt_1,7.3,Anomalisa ,Color,31489,2015,0
4000000,12691,39200000,http://www.imdb.com/title/tt0075686/?ref_=fn_tt_tt_1,8.1,Annie Hall ,Color,192940,1977,0
3768785,731,8000000,http://www.imdb.com/title/tt0042200/?ref_=fn_tt_tt_1,7,Annie Get Your Gun ,Color,3167,1950,456
65000000,4796,85911262,http://www.imdb.com/title/tt1823664/?ref_=fn_tt_tt_1,5.2,Annie ,Color,24735,2014,16000
6500000,2323,84263837,http://www.imdb.com/title/tt3322940/?ref_=fn_tt_tt_1,5.4,Annabelle ,Color,81699,2014,45000
75000000,804,39251128,http://www.imdb.com/title/tt0166485/?ref_=fn_tt_tt_1,6.7,Anna and the King ,Color,31080,1999,0
3000000,3468,141600000,http://www.imdb.com/title/tt0077975/?ref_=fn_tt_tt_1,7.6,Animal House ,Color,90177,1978,0
150000000,16948,133375846,http://www.imdb.com/title/tt0808151/?ref_=fn_tt_tt_1,6.7,Angels & Demons ,Color,207839,2009,0
25000000,1282,13038660,http://www.imdb.com/title/tt0145653/?ref_=fn_tt_tt_1,7.3,Angela's Ashes ,Color,16995,1999,0
38000000,1440,24044532,http://www.imdb.com/title/tt0225071/?ref_=fn_tt_tt_1,5.6,Angel Eyes ,Color,19686,2001,689
18000000,1673,15155772,http://www.imdb.com/title/tt2465146/?ref_=fn_tt_tt_1,5.7,And So It Goes ,Color,8895,2014,3000
26000000,656730,84136909,http://www.imdb.com/title/tt0357413/?ref_=fn_tt_tt_1,7.2,Anchorman: The Legend of Ron Burgundy ,Color,267921,2004,0
50000000,28176,2175312,http://www.imdb.com/title/tt1229340/?ref_=fn_tt_tt_1,6.3,Anchorman 2: The Legend Continues ,Color,131227,2013,41000
8400000,163,5725,http://www.imdb.com/title/tt0187696/?ref_=fn_tt_tt_1,6.1,Anatomy ,Color,10220,2000,560
50000000,6017,58297830,http://www.imdb.com/title/tt0118617/?ref_=fn_tt_tt_1,7.1,Anastasia ,Color,86347,1997,0
30000000,24333,106694016,http://www.imdb.com/title/tt0122933/?ref_=fn_tt_tt_1,6.7,Analyze This ,Color,123940,1999,0
60000000,22889,32122249,http://www.imdb.com/title/tt0289848/?ref_=fn_tt_tt_1,5.9,Analyze That ,Color,69319,2002,846
25000000,2730,31526393,http://www.imdb.com/title/tt0366174/?ref_=fn_tt_tt_1,4.6,Anacondas: The Hunt for the Blood Orchid ,Color,22243,2004,686
45000000,3717,65557989,http://www.imdb.com/title/tt0118615/?ref_=fn_tt_tt_1,4.6,Anaconda ,Color,73539,1997,0
