Cast_Likes,Facenumber,Gross,Link,Score,Title
53413,1,289994397,http://www.imdb.com/title/tt0330373/?ref_=fn_tt_tt_1,7.6,Harry Potter and the Goblet of Fire 
2486,1,1818681,http://www.imdb.com/title/tt1289406/?ref_=fn_tt_tt_1,7.2,Harry Brown 
2486,1,26539321,http://www.imdb.com/title/tt0116493/?ref_=fn_tt_tt_1,5.9,Harriet the Spy 
4065,2,38087366,http://www.imdb.com/title/tt0481536/?ref_=fn_tt_tt_1,6.6,Harold & Kumar Escape from Guantanamo Bay 
263584,3,96734,http://www.imdb.com/title/tt1907639/?ref_=fn_tt_tt_1,5.6,Hardflip 
18630,3,40219708,http://www.imdb.com/title/tt0180734/?ref_=fn_tt_tt_1,6.3,Hardball 
1692,0,464655,http://www.imdb.com/title/tt0119019/?ref_=fn_tt_tt_1,7,Dream with the Fishes 
13628,0,19819494,http://www.imdb.com/title/tt0120696/?ref_=fn_tt_tt_1,5.8,Hard Rain 
117,0,1007962,http://www.imdb.com/title/tt0424136/?ref_=fn_tt_tt_1,7.1,Hard Candy 
62644,0,63992328,http://www.imdb.com/title/tt1402488/?ref_=fn_tt_tt_1,5.9,Happy Feet 2 
3067,0,16118077,http://www.imdb.com/title/tt0094799/?ref_=fn_tt_tt_1,5.6,"Bright Lights, Big City "
70996,0,197992827,http://www.imdb.com/title/tt0366548/?ref_=fn_tt_tt_1,6.5,Happy Feet 
36859,9,3000000,http://www.imdb.com/title/tt0147612/?ref_=fn_tt_tt_1,7.8,Happiness 
1344,0,27667947,http://www.imdb.com/title/tt0367959/?ref_=fn_tt_tt_1,6.2,Hannibal Rising 
4516,2,79566871,http://www.imdb.com/title/tt1114677/?ref_=fn_tt_tt_1,4.2,Hannah Montana: The Movie 
4050,1,104148781,http://www.imdb.com/title/tt0317303/?ref_=fn_tt_tt_1,5.5,Daddy Day Care 
257,0,40247512,http://www.imdb.com/title/tt0993842/?ref_=fn_tt_tt_1,6.8,Hanna 
1238,3,36037909,http://www.imdb.com/title/tt0162983/?ref_=fn_tt_tt_1,4.7,Hanging Up 
3767,1,4881867,http://www.imdb.com/title/tt1104733/?ref_=fn_tt_tt_1,6.4,Hamlet 2 
3290,0,8829070,http://www.imdb.com/title/tt0116477/?ref_=fn_tt_tt_1,7.8,Hamlet 
2880,4,184031112,http://www.imdb.com/title/tt0112462/?ref_=fn_tt_tt_1,5.4,Batman Forever 
1378,0,1050600,http://www.imdb.com/title/tt0200530/?ref_=fn_tt_tt_1,6.6,Chuck & Buck 
1227,0,15126948,http://www.imdb.com/title/tt0113253/?ref_=fn_tt_tt_1,4.9,Halloween: The Curse of Michael Myers 
5440,5,30259652,http://www.imdb.com/title/tt0220506/?ref_=fn_tt_tt_1,4.1,Halloween: Resurrection 
684,0,14400000,http://www.imdb.com/title/tt0085636/?ref_=fn_tt_tt_1,4.6,Halloween III: Season of the Witch 
1308,1,11642254,http://www.imdb.com/title/tt0097474/?ref_=fn_tt_tt_1,5.2,Halloween 5 
1111,0,33349949,http://www.imdb.com/title/tt2247692/?ref_=fn_tt_tt_1,5.1,2016: Obama's America 
1136,0,17768000,http://www.imdb.com/title/tt0095271/?ref_=fn_tt_tt_1,5.9,Halloween 4: The Return of Michael Myers 
13200,0,141000000,http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1,7.9,Halloween 
3393,3,45045037,http://www.imdb.com/title/tt0480687/?ref_=fn_tt_tt_1,5.9,Hall Pass 
33734,2,2694973,http://www.imdb.com/title/tt0468489/?ref_=fn_tt_tt_1,7.2,Half Nelson 
38494,5,29997095,http://www.imdb.com/title/tt0475290/?ref_=fn_tt_tt_1,6.4,"Hail, Caesar! "
13821,1,7564000,http://www.imdb.com/title/tt0113243/?ref_=fn_tt_tt_1,6.2,Hackers 
1107,0,798341,http://www.imdb.com/title/tt0268200/?ref_=fn_tt_tt_1,7.2,Brigham City 
17665,0,1631839,http://www.imdb.com/title/tt0171356/?ref_=fn_tt_tt_1,5.7,Gun Shy 
1173,1,42776259,http://www.imdb.com/title/tt1320261/?ref_=fn_tt_tt_1,4.9,Gulliver's Travels 
2144,0,166112167,http://www.imdb.com/title/tt1190080/?ref_=fn_tt_tt_1,5.8,2012 
32438,3,333130696,http://www.imdb.com/title/tt2015381/?ref_=fn_tt_tt_1,8.1,Guardians of the Galaxy 
36009,1,29802761,http://www.imdb.com/title/tt1661382/?ref_=fn_tt_tt_1,6.4,Grudge Match 
39269,4,133668525,http://www.imdb.com/title/tt2191701/?ref_=fn_tt_tt_1,5.4,Grown Ups 2 
22186,0,25031037,http://www.imdb.com/title/tt0462322/?ref_=fn_tt_tt_1,7.6,Grindhouse 
15811,1,38432823,http://www.imdb.com/title/tt0421206/?ref_=fn_tt_tt_1,6.9,Gridiron Gang 
1315,0,25590119,http://www.imdb.com/title/tt0231402/?ref_=fn_tt_tt_1,4.8,Crocodile Dundee in Los Angeles 
2053,0,148170000,http://www.imdb.com/title/tt0087363/?ref_=fn_tt_tt_1,7.2,Gremlins 
1836,0,3219029,http://www.imdb.com/title/tt4062536/?ref_=fn_tt_tt_1,7.1,Green Room 
33160,0,57366262,http://www.imdb.com/title/tt0450259/?ref_=fn_tt_tt_1,8,Blood Diamond 
87,0,274084951,http://www.imdb.com/title/tt1454468/?ref_=fn_tt_tt_1,7.8,Gravity 
17347,0,148085755,http://www.imdb.com/title/tt1205489/?ref_=fn_tt_tt_1,8.2,Gran Torino 
2007,1,2955039,http://www.imdb.com/title/tt0441007/?ref_=fn_tt_tt_1,6.2,Gracie 
3261,0,41300105,http://www.imdb.com/title/tt0280707/?ref_=fn_tt_tt_1,7.3,Gosford Park 
10994,4,160043480,http://www.imdb.com/title/tt1051904/?ref_=fn_tt_tt_1,6.4,Goosebumps 
17109,0,74058698,http://www.imdb.com/title/tt0164334/?ref_=fn_tt_tt_1,6.3,Along Came a Spider 
50141,1,123922370,http://www.imdb.com/title/tt0093105/?ref_=fn_tt_tt_1,7.3,"Good Morning, Vietnam "
11091,1,23091,http://www.imdb.com/title/tt0436364/?ref_=fn_tt_tt_1,6.2,Good 
53,0,10037390,http://www.imdb.com/title/tt0188640/?ref_=fn_tt_tt_1,6,Godzilla 2000 
167,0,5595428,http://www.imdb.com/title/tt0140888/?ref_=fn_tt_tt_1,8,Central Station 
23352,1,14334645,http://www.imdb.com/title/tt0335121/?ref_=fn_tt_tt_1,4.8,Godsend 
4238,2,6390032,http://www.imdb.com/title/tt0120684/?ref_=fn_tt_tt_1,7.5,Gods and Monsters 
1671,0,12870569,http://www.imdb.com/title/tt0279111/?ref_=fn_tt_tt_1,6.3,Gods and Generals 
2859,0,4280577,http://www.imdb.com/title/tt0380389/?ref_=fn_tt_tt_1,6.8,Goal! The Dream Begins 
6521,0,187670866,http://www.imdb.com/title/tt0172495/?ref_=fn_tt_tt_1,8.5,Gladiator 
13433,0,28871190,http://www.imdb.com/title/tt0172493/?ref_=fn_tt_tt_1,7.3,"Girl, Interrupted "
4497,3,4903000,http://www.imdb.com/title/tt0116414/?ref_=fn_tt_tt_1,5,Girl 6 
286,0,5660084,http://www.imdb.com/title/tt0299930/?ref_=fn_tt_tt_1,2.4,Gigli 
3968,0,13052741,http://www.imdb.com/title/tt0116410/?ref_=fn_tt_tt_1,6.7,Ghosts of Mississippi 
34106,0,6200756,http://www.imdb.com/title/tt0162346/?ref_=fn_tt_tt_1,7.4,Ghost World 
21276,1,242589580,http://www.imdb.com/title/tt0315327/?ref_=fn_tt_tt_1,6.7,Bruce Almighty 
1083,0,30079316,http://www.imdb.com/title/tt0288477/?ref_=fn_tt_tt_1,5.5,Ghost Ship 
16121,1,51774002,http://www.imdb.com/title/tt1071875/?ref_=fn_tt_tt_1,4.3,Ghost Rider: Spirit of Vengeance 
14017,1,115802596,http://www.imdb.com/title/tt0259324/?ref_=fn_tt_tt_1,5.2,Ghost Rider 
15889,4,55808744,http://www.imdb.com/title/tt0377471/?ref_=fn_tt_tt_1,5.7,Be Cool 
3100,0,217631306,http://www.imdb.com/title/tt0099653/?ref_=fn_tt_tt_1,7,Ghost 
676,1,10494494,http://www.imdb.com/title/tt2167202/?ref_=fn_tt_tt_1,4.4,Getaway 
44798,1,130313314,http://www.imdb.com/title/tt0425061/?ref_=fn_tt_tt_1,6.5,Get Smart 
5963,10,5731103,http://www.imdb.com/title/tt0116404/?ref_=fn_tt_tt_1,6.8,Get on the Bus 
19330,1,9176553,http://www.imdb.com/title/tt1194263/?ref_=fn_tt_tt_1,7.1,Get Low 
1303,1,1316074,http://www.imdb.com/title/tt1549572/?ref_=fn_tt_tt_1,7,Another Earth 
8355,1,76081498,http://www.imdb.com/title/tt0118883/?ref_=fn_tt_tt_1,6.7,Conspiracy Theory 
12556,2,90353764,http://www.imdb.com/title/tt2561572/?ref_=fn_tt_tt_1,6,Get Hard 
2697,5,6851636,http://www.imdb.com/title/tt0137338/?ref_=fn_tt_tt_1,5.9,200 Cigarettes 
14463,1,14967182,http://www.imdb.com/title/tt0208988/?ref_=fn_tt_tt_1,5.1,Get Carter 
4039,3,18882880,http://www.imdb.com/title/tt0791304/?ref_=fn_tt_tt_1,5.9,Georgia Rule 
642,0,241816,http://www.imdb.com/title/tt0262432/?ref_=fn_tt_tt_1,7.5,George Washington 
1942,2,12339633,http://www.imdb.com/title/tt0119177/?ref_=fn_tt_tt_1,7.8,Gattaca 
1400,1,32701088,http://www.imdb.com/title/tt0418647/?ref_=fn_tt_tt_1,6.9,Dreamer: Inspired by a True Story 
26998,3,71423726,http://www.imdb.com/title/tt0177789/?ref_=fn_tt_tt_1,7.3,Galaxy Quest 
15569,1,48154732,http://www.imdb.com/title/tt0119173/?ref_=fn_tt_tt_1,5.8,G.I. Jane 
2217,0,119420252,http://www.imdb.com/title/tt0436339/?ref_=fn_tt_tt_1,5.1,G-Force 
20411,4,85707116,http://www.imdb.com/title/tt2713180/?ref_=fn_tt_tt_1,7.6,Fury 
79150,0,350034110,http://www.imdb.com/title/tt2820852/?ref_=fn_tt_tt_1,7.2,Furious 7 
25173,2,220914,http://www.imdb.com/title/tt0422295/?ref_=fn_tt_tt_1,6.5,Fur: An Imaginary Portrait of Diane Arbus 
4253,2,10880926,http://www.imdb.com/title/tt2101341/?ref_=fn_tt_tt_1,6.5,Dead Man Down 
3715,1,9402410,http://www.imdb.com/title/tt1663143/?ref_=fn_tt_tt_1,5.4,Fun Size 
11327,0,2506446,http://www.imdb.com/title/tt0290212/?ref_=fn_tt_tt_1,4.7,Full Frontal 
1252,0,173783,http://www.imdb.com/title/tt1294164/?ref_=fn_tt_tt_1,7.6,Fuel 
10557,2,53868030,http://www.imdb.com/title/tt0118655/?ref_=fn_tt_tt_1,7,Austin Powers: International Man of Mystery 
13905,1,78745923,http://www.imdb.com/title/tt0120632/?ref_=fn_tt_tt_1,6.7,City of Angels 
11124,0,58336565,http://www.imdb.com/title/tt0381971/?ref_=fn_tt_tt_1,6.6,Curious George 
687,0,16097842,http://www.imdb.com/title/tt2334649/?ref_=fn_tt_tt_1,7.5,Fruitvale Station 
405,1,6167817,http://www.imdb.com/title/tt0344510/?ref_=fn_tt_tt_1,7.7,A Very Long Engagement 
994,1,2508841,http://www.imdb.com/title/tt0978759/?ref_=fn_tt_tt_1,7.2,Frozen River 
2582,0,400736600,http://www.imdb.com/title/tt2294629/?ref_=fn_tt_tt_1,7.6,Frozen 
85836,1,53010000,http://www.imdb.com/title/tt0087800/?ref_=fn_tt_tt_1,7.5,A Nightmare on Elm Street 
6161,1,18593156,http://www.imdb.com/title/tt0870111/?ref_=fn_tt_tt_1,7.7,Frost/Nixon 
1176,0,197148,http://www.imdb.com/title/tt0345061/?ref_=fn_tt_tt_1,6.3,Code 46 
23296,2,25753840,http://www.imdb.com/title/tt0116367/?ref_=fn_tt_tt_1,7.3,From Dusk Till Dawn 
1329,0,1400000,http://www.imdb.com/title/tt0091671/?ref_=fn_tt_tt_1,5.9,From a Whisper to a Scream 
3535,0,5542025,http://www.imdb.com/title/tt0470765/?ref_=fn_tt_tt_1,6.3,For Your Consideration 
1393,1,18298649,http://www.imdb.com/title/tt1438176/?ref_=fn_tt_tt_1,6.4,Fright Night 
170,0,21300000,http://www.imdb.com/title/tt0089173/?ref_=fn_tt_tt_1,4.7,Friday the 13th: A New Beginning 
1327,0,14343976,http://www.imdb.com/title/tt0097388/?ref_=fn_tt_tt_1,4.5,Friday the 13th Part VIII: Jason Takes Manhattan 
3227,2,4496583,http://www.imdb.com/title/tt0106469/?ref_=fn_tt_tt_1,8,"Blood In, Blood Out "
1855,0,19170001,http://www.imdb.com/title/tt0095179/?ref_=fn_tt_tt_1,5.3,Friday the 13th Part VII: The New Blood 
174,0,36200000,http://www.imdb.com/title/tt0083972/?ref_=fn_tt_tt_1,5.7,Friday the 13th Part III 
3455,1,27900000,http://www.imdb.com/title/tt0113118/?ref_=fn_tt_tt_1,7.3,Friday 
4045,0,44983704,http://www.imdb.com/title/tt0186151/?ref_=fn_tt_tt_1,7.3,Frequency 
42002,0,34872293,http://www.imdb.com/title/tt0101917/?ref_=fn_tt_tt_1,4.9,Freddy's Dead: The Final Nightmare 
2689,1,14249005,http://www.imdb.com/title/tt0240515/?ref_=fn_tt_tt_1,4.5,Freddy Got Fingered 
16138,0,66257002,http://www.imdb.com/title/tt0319061/?ref_=fn_tt_tt_1,8,Big Fish 
3984,2,110222438,http://www.imdb.com/title/tt0322330/?ref_=fn_tt_tt_1,6.1,Freaky Friday 
7394,0,3562749,http://www.imdb.com/title/tt0118829/?ref_=fn_tt_tt_1,6.9,Cats Don't Dance 
7921,6,4301331,http://www.imdb.com/title/tt0113101/?ref_=fn_tt_tt_1,6.7,Four Rooms 
9913,2,120136047,http://www.imdb.com/title/tt0369436/?ref_=fn_tt_tt_1,5.6,Four Christmases 
2740,3,74484168,http://www.imdb.com/title/tt0430105/?ref_=fn_tt_tt_1,6.9,Four Brothers 
4755,0,6739141,http://www.imdb.com/title/tt0106950/?ref_=fn_tt_tt_1,5.9,Fortress 
4374,1,73678,http://www.imdb.com/title/tt1282046/?ref_=fn_tt_tt_1,5.9,Fort McCoy 
2118,1,62300000,http://www.imdb.com/title/tt0082398/?ref_=fn_tt_tt_1,6.8,For Your Eyes Only 
2196,0,6026908,http://www.imdb.com/title/tt0166195/?ref_=fn_tt_tt_1,4.3,Foolish 
13827,0,70224196,http://www.imdb.com/title/tt0770752/?ref_=fn_tt_tt_1,5.6,Fool's Gold 
450,0,49369900,http://www.imdb.com/title/tt0095742/?ref_=fn_tt_tt_1,5.7,A Nightmare on Elm Street 4: The Dream Master 
11943,0,53846915,http://www.imdb.com/title/tt2381941/?ref_=fn_tt_tt_1,6.6,Focus 
12634,1,13082288,http://www.imdb.com/title/tt0454824/?ref_=fn_tt_tt_1,6.6,Flyboys 
6317,1,27154426,http://www.imdb.com/title/tt1210042/?ref_=fn_tt_tt_1,6.7,Brooklyn's Finest 
35161,0,64459316,http://www.imdb.com/title/tt0424095/?ref_=fn_tt_tt_1,6.7,Flushed Away 
616,1,20047715,http://www.imdb.com/title/tt0116322/?ref_=fn_tt_tt_1,5.2,Flipper 
20952,0,93749203,http://www.imdb.com/title/tt1907668/?ref_=fn_tt_tt_1,7.3,Flight 
1102,1,32003620,http://www.imdb.com/title/tt0337921/?ref_=fn_tt_tt_1,6.5,Cellular 
3845,0,20998709,http://www.imdb.com/title/tt0434215/?ref_=fn_tt_tt_1,6.2,Flicka 
10493,5,61490000,http://www.imdb.com/title/tt0099582/?ref_=fn_tt_tt_1,6.6,Flatliners 
791,0,94900000,http://www.imdb.com/title/tt0085549/?ref_=fn_tt_tt_1,6.1,Flashdance 
64,0,4234040,http://www.imdb.com/title/tt1054588/?ref_=fn_tt_tt_1,7,Flash of Genius 
1098,1,145109,http://www.imdb.com/title/tt0920458/?ref_=fn_tt_tt_1,7.3,Flame and Citron 
16595,0,117541000,http://www.imdb.com/title/tt0099423/?ref_=fn_tt_tt_1,7.1,Die Hard 2 
17211,1,17114882,http://www.imdb.com/title/tt0765443/?ref_=fn_tt_tt_1,7.7,Eastern Promises 
773,3,610991,http://www.imdb.com/title/tt0248012/?ref_=fn_tt_tt_1,6.2,Fiza 
13794,2,58715510,http://www.imdb.com/title/tt0901476/?ref_=fn_tt_tt_1,5.4,Bride Wars 
1695,3,37600435,http://www.imdb.com/title/tt0113071/?ref_=fn_tt_tt_1,5.9,First Knight 
734,0,52850,http://www.imdb.com/title/tt0843850/?ref_=fn_tt_tt_1,6.2,Finishing the Game: The Search for a New Bruce Lee 
5641,0,380838870,http://www.imdb.com/title/tt0266543/?ref_=fn_tt_tt_1,8.2,Finding Nemo 
37606,2,1172769,http://www.imdb.com/title/tt0419749/?ref_=fn_tt_tt_1,7.1,Find Me Guilty 
2420,0,54098051,http://www.imdb.com/title/tt0414982/?ref_=fn_tt_tt_1,5.8,Final Destination 3 
14569,2,126088877,http://www.imdb.com/title/tt1489889/?ref_=fn_tt_tt_1,6.6,Central Intelligence 
3345,1,53302314,http://www.imdb.com/title/tt0195714/?ref_=fn_tt_tt_1,6.7,Final Destination 
2459,1,2833383,http://www.imdb.com/title/tt1869425/?ref_=fn_tt_tt_1,5.7,Filly Brown 
185,0,5199,http://www.imdb.com/title/tt0366444/?ref_=fn_tt_tt_1,6.6,Fighting Tommy Riley 
13209,2,37023395,http://www.imdb.com/title/tt0137523/?ref_=fn_tt_tt_1,8.8,Fight Club 
2848,4,11675178,http://www.imdb.com/title/tt4667094/?ref_=fn_tt_tt_1,3.5,Fifty Shades of Black 
18864,0,5002310,http://www.imdb.com/title/tt0258470/?ref_=fn_tt_tt_1,5.6,Bubble Boy 
786,1,298110,http://www.imdb.com/title/tt0457572/?ref_=fn_tt_tt_1,6.8,Fido 
2730,0,25675765,http://www.imdb.com/title/tt1711425/?ref_=fn_tt_tt_1,5.9,21 & Over 
14168,0,60522097,http://www.imdb.com/title/tt1815862/?ref_=fn_tt_tt_1,4.9,After Earth 
934,0,50000000,http://www.imdb.com/title/tt0067093/?ref_=fn_tt_tt_1,8,Fiddler on the Roof 
3611,3,11000000,http://www.imdb.com/title/tt0112760/?ref_=fn_tt_tt_1,5.6,Cutthroat Island 
1827,1,42071069,http://www.imdb.com/title/tt0332047/?ref_=fn_tt_tt_1,6.2,Fever Pitch 
5012,0,9396487,http://www.imdb.com/title/tt0462200/?ref_=fn_tt_tt_1,7,Black Snake Moan 
4262,1,13208023,http://www.imdb.com/title/tt0295254/?ref_=fn_tt_tt_1,3.3,Feardotcom 
43105,0,10562387,http://www.imdb.com/title/tt0120669/?ref_=fn_tt_tt_1,7.7,Fear and Loathing in Las Vegas 
1639,0,156645693,http://www.imdb.com/title/tt0093010/?ref_=fn_tt_tt_1,6.9,Fatal Attraction 
3090,0,47748610,http://www.imdb.com/title/tt0118583/?ref_=fn_tt_tt_1,6.3,Alien: Resurrection 
4604,1,48114556,http://www.imdb.com/title/tt0396592/?ref_=fn_tt_tt_1,4.3,Fat Albert 
14699,1,23225911,http://www.imdb.com/title/tt1433108/?ref_=fn_tt_tt_1,6.5,Faster 
3326,0,43575716,http://www.imdb.com/title/tt1287468/?ref_=fn_tt_tt_1,4.3,Cats & Dogs: The Revenge of Kitty Galore 
55345,3,209805005,http://www.imdb.com/title/tt1596343/?ref_=fn_tt_tt_1,7.3,Fast Five 
29475,0,9929000,http://www.imdb.com/title/tt0088846/?ref_=fn_tt_tt_1,8,Brazil 
24770,0,20999103,http://www.imdb.com/title/tt0432283/?ref_=fn_tt_tt_1,7.8,Fantastic Mr. Fox 
2522,3,112228442,http://www.imdb.com/title/tt1502712/?ref_=fn_tt_tt_1,4.3,Fantastic Four 
15302,3,131920333,http://www.imdb.com/title/tt0486576/?ref_=fn_tt_tt_1,5.6,Fantastic 4: Rise of the Silver Surfer 
2054,3,36733909,http://www.imdb.com/title/tt0106246/?ref_=fn_tt_tt_1,7.1,Alive 
2496,1,68856263,http://www.imdb.com/title/tt0106611/?ref_=fn_tt_tt_1,6.9,Cool Runnings 
5734,0,22452209,http://www.imdb.com/title/tt1016075/?ref_=fn_tt_tt_1,5,Fame 
3089,1,8691,http://www.imdb.com/title/tt2295722/?ref_=fn_tt_tt_1,5.8,Falcon Rising 
1448,0,119078393,http://www.imdb.com/title/tt0361596/?ref_=fn_tt_tt_1,7.5,Fahrenheit 9/11 
916,0,10174663,http://www.imdb.com/title/tt0805526/?ref_=fn_tt_tt_1,6.7,Facing the Giants 
22140,1,28747570,http://www.imdb.com/title/tt0379725/?ref_=fn_tt_tt_1,7.4,Capote 
17087,0,112225777,http://www.imdb.com/title/tt0119094/?ref_=fn_tt_tt_1,7.3,Face/Off 
656730,5,84136909,http://www.imdb.com/title/tt0357413/?ref_=fn_tt_tt_1,7.2,Anchorman: The Legend of Ron Burgundy 
3454,1,101228120,http://www.imdb.com/title/tt0116213/?ref_=fn_tt_tt_1,6.1,Eraser 
1491,1,71904,http://www.imdb.com/title/tt0465407/?ref_=fn_tt_tt_1,5.7,Eye of the Dolphin 
1069,1,16459004,http://www.imdb.com/title/tt0120662/?ref_=fn_tt_tt_1,4.9,Eye of the Beholder 
3174,1,53146000,http://www.imdb.com/title/tt0116260/?ref_=fn_tt_tt_1,6.1,Eye for an Eye 
15595,1,31836745,http://www.imdb.com/title/tt0477302/?ref_=fn_tt_tt_1,6.9,Extremely Loud & Incredibly Close 
41867,6,10814185,http://www.imdb.com/title/tt1225822/?ref_=fn_tt_tt_1,6.2,Extract 
2990,1,5132222,http://www.imdb.com/title/tt0109759/?ref_=fn_tt_tt_1,7.2,Exotica 
1970,0,41814863,http://www.imdb.com/title/tt0204313/?ref_=fn_tt_tt_1,5.1,Exorcist: The Beginning 
9342,1,402296318,http://www.imdb.com/title/tt1661199/?ref_=fn_tt_tt_1,7,Cinderella 
52979,0,130014090,http://www.imdb.com/title/tt1528100/?ref_=fn_tt_tt_1,6.1,Exodus: Gods and Kings 
2990,0,2840417,http://www.imdb.com/title/tt0120907/?ref_=fn_tt_tt_1,6.8,eXistenZ 
8398,7,56724080,http://www.imdb.com/title/tt1605630/?ref_=fn_tt_tt_1,6.7,American Reunion 
2916,0,68750000,http://www.imdb.com/title/tt0116253/?ref_=fn_tt_tt_1,6.4,Executive Decision 
430,0,25440971,http://www.imdb.com/title/tt0470752/?ref_=fn_tt_tt_1,7.7,Ex Machina 
12700,0,26838389,http://www.imdb.com/title/tt0368709/?ref_=fn_tt_tt_1,6.4,Elizabethtown 
164,1,49994804,http://www.imdb.com/title/tt0116250/?ref_=fn_tt_tt_1,6.3,Evita 
1614,0,9714482,http://www.imdb.com/title/tt0116242/?ref_=fn_tt_tt_1,6.8,Everyone Says I Love You 
2747,1,65703412,http://www.imdb.com/title/tt0120631/?ref_=fn_tt_tt_1,7,Ever After: A Cinderella Story 
847,2,7739049,http://www.imdb.com/title/tt0340012/?ref_=fn_tt_tt_1,7.1,Being Julia 
3843,2,14821531,http://www.imdb.com/title/tt0119080/?ref_=fn_tt_tt_1,7.3,Eve's Bayou 
14656,6,70527,http://www.imdb.com/title/tt0349416/?ref_=fn_tt_tt_1,6.7,Eulogy 
19364,1,34126138,http://www.imdb.com/title/tt0338013/?ref_=fn_tt_tt_1,8.3,Eternal Sunshine of the Spotless Mind 
225,7,110029,http://www.imdb.com/title/tt1148165/?ref_=fn_tt_tt_1,6.3,Bran Nue Dae 
3361,2,57011847,http://www.imdb.com/title/tt0765446/?ref_=fn_tt_tt_1,5.9,Escape from Planet Earth 
2270,1,25244700,http://www.imdb.com/title/tt0082340/?ref_=fn_tt_tt_1,7.2,Escape from New York 
10003,0,125548685,http://www.imdb.com/title/tt0195685/?ref_=fn_tt_tt_1,7.3,Erin Brockovich 
4487,0,75030163,http://www.imdb.com/title/tt0449010/?ref_=fn_tt_tt_1,5.1,Eragon 
17336,3,16938179,http://www.imdb.com/title/tt0181984/?ref_=fn_tt_tt_1,7,Boiler Room 
1189,1,12181484,http://www.imdb.com/title/tt0326856/?ref_=fn_tt_tt_1,4.8,Envy 
943,0,336467,http://www.imdb.com/title/tt1191111/?ref_=fn_tt_tt_1,7.3,Enter the Void 
1183,2,17536788,http://www.imdb.com/title/tt2390361/?ref_=fn_tt_tt_1,7.1,Enough Said 
11951,4,111544445,http://www.imdb.com/title/tt0120660/?ref_=fn_tt_tt_1,7.3,Enemy of the State 
12908,4,61656849,http://www.imdb.com/title/tt1731141/?ref_=fn_tt_tt_1,6.7,Ender's Game 
27788,2,40983001,http://www.imdb.com/title/tt1855199/?ref_=fn_tt_tt_1,7.7,End of Watch 
1058,3,11703287,http://www.imdb.com/title/tt0399862/?ref_=fn_tt_tt_1,7,End of the Spear 
3903,0,66862068,http://www.imdb.com/title/tt0146675/?ref_=fn_tt_tt_1,5.7,End of Days 
11464,0,109114696,http://www.imdb.com/title/tt0375679/?ref_=fn_tt_tt_1,7.9,Crash 
662,2,127706877,http://www.imdb.com/title/tt0461770/?ref_=fn_tt_tt_1,7.1,Enchanted 
17689,0,93050117,http://www.imdb.com/title/tt1535108/?ref_=fn_tt_tt_1,6.6,Elysium 
17292,1,22913677,http://www.imdb.com/title/tt0327679/?ref_=fn_tt_tt_1,6.3,Ella Enchanted 
3421,6,40041683,http://www.imdb.com/title/tt2243537/?ref_=fn_tt_tt_1,5.1,A Haunted House 
1006,1,30012990,http://www.imdb.com/title/tt0127536/?ref_=fn_tt_tt_1,7.5,Elizabeth 
47203,1,205399422,http://www.imdb.com/title/tt0145660/?ref_=fn_tt_tt_1,6.6,Austin Powers: The Spy Who Shagged Me 
22554,1,17266505,http://www.imdb.com/title/tt0271367/?ref_=fn_tt_tt_1,5.4,Eight Legged Freaks 
24300,1,81593527,http://www.imdb.com/title/tt0397313/?ref_=fn_tt_tt_1,7.3,Eight Below 
42330,0,56362352,http://www.imdb.com/title/tt0099487/?ref_=fn_tt_tt_1,7.9,Edward Scissorhands 
6350,0,48008318,http://www.imdb.com/title/tt0327437/?ref_=fn_tt_tt_1,5.8,Around the World in 80 Days 
20007,0,114053579,http://www.imdb.com/title/tt0397892/?ref_=fn_tt_tt_1,6.9,Bolt 
12652,1,100189501,http://www.imdb.com/title/tt1631867/?ref_=fn_tt_tt_1,7.9,Edge of Tomorrow 
60646,1,66636385,http://www.imdb.com/title/tt0472062/?ref_=fn_tt_tt_1,7.1,Charlie Wilson's War 
7053,1,43290977,http://www.imdb.com/title/tt1226273/?ref_=fn_tt_tt_1,6.6,Edge of Darkness 
1616,0,4170647,http://www.imdb.com/title/tt0166175/?ref_=fn_tt_tt_1,6.9,East Is East 
539,1,2223990,http://www.imdb.com/title/tt0337996/?ref_=fn_tt_tt_1,6.6,DysFunktional Family 
10623,0,40559930,http://www.imdb.com/title/tt1135487/?ref_=fn_tt_tt_1,6.2,Duplicity 
3096,0,9652000,http://www.imdb.com/title/tt0266489/?ref_=fn_tt_tt_1,5.8,Duplex 
1653,0,26096584,http://www.imdb.com/title/tt0329028/?ref_=fn_tt_tt_1,3.4,Dumb and Dumberer: When Harry Met Lloyd 
16179,1,86208010,http://www.imdb.com/title/tt2096672/?ref_=fn_tt_tt_1,5.7,Dumb and Dumber To 
9460,0,228648144,http://www.imdb.com/title/tt0364725/?ref_=fn_tt_tt_1,6.7,Dodgeball: A True Underdog Story 
1579,0,860002,http://www.imdb.com/title/tt0361715/?ref_=fn_tt_tt_1,7.3,Duma 
3202,0,52528330,http://www.imdb.com/title/tt2609758/?ref_=fn_tt_tt_1,4.7,A Madea Christmas 
2390,0,56398162,http://www.imdb.com/title/tt0303933/?ref_=fn_tt_tt_1,5.7,Drumline 
11078,0,15427192,http://www.imdb.com/title/tt0186045/?ref_=fn_tt_tt_1,5.6,Drowning Mona 
